,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,
Data Sources:,,,,,,MEDS (1st month of Qtr.),MEDS (1st month of Qtr.),MEDS (1st month of Qtr.)
,,,,,,,,
County,Consortium,Month,C_Year,FFY,SFY,MC_rec_CF_Pct,CF_Persons_rec_MC,CF_Persons_rec_MC_Pct
13 Imperial,C-IV,July,2015.0,2015.0,2016.0,0.462755338779,42884.0,0.958537294083
14 Inyo,C-IV,July,2015.0,2015.0,2016.0,0.349475524476,1999.0,0.944260746339
15 Kern,C-IV,July,2015.0,2015.0,2016.0,0.399941779437,155249.0,0.943516284497
16 Kings,C-IV,July,2015.0,2015.0,2016.0,0.428533484435,24201.0,0.953245627856
17 Lake,C-IV,July,2015.0,2015.0,2016.0,0.382938112646,11837.0,0.956061707455
18 Lassen,C-IV,July,2015.0,2015.0,2016.0,0.395473724588,3093.0,0.935854765507
19 Los Angeles,LRS,July,2015.0,2015.0,2016.0,0.272822185664,1045776.0,0.872947278885
20 Madera,C-IV,July,2015.0,2015.0,2016.0,0.419917983077,29081.0,0.963170271255
21 Marin,C-IV,July,2015.0,2015.0,2016.0,0.238240378491,10474.0,0.942245412019
22 Mariposa,C-IV,July,2015.0,2015.0,2016.0,0.431747350925,2078.0,0.953648462598
23 Mendocino,C-IV,July,2015.0,2015.0,2016.0,0.316348091003,12876.0,0.93630017452
24 Merced,C-IV,July,2015.0,2015.0,2016.0,0.42274372429,58167.0,0.965715898526
25 Modoc,C-IV,July,2015.0,2015.0,2016.0,0.296845425868,941.0,0.954361054767
26 Mono,C-IV,July,2015.0,2015.0,2016.0,0.204806116876,750.0,0.860091743119
27 Monterey,C-IV,July,2015.0,2015.0,2016.0,0.286257865402,50179.0,0.96012475365
28 Napa,C-IV,July,2015.0,2015.0,2016.0,0.222724157268,7149.0,0.939421813403
29 Nevada,C-IV,July,2015.0,2015.0,2016.0,0.301546705639,7428.0,0.925607476636
30 Orange,CalWIN,July,2015.0,2015.0,2016.0,0.272111010112,240083.0,0.916322846336
31 Placer,CalWIN,July,2015.0,2015.0,2016.0,0.254301920969,16005.0,0.880120978829
32 Plumas,C-IV,July,2015.0,2015.0,2016.0,0.319938440492,1871.0,0.91357421875
33 Riverside,C-IV,July,2015.0,2015.0,2016.0,0.336821520734,272140.0,0.894035710179
34 Sacramento,CalWIN,July,2015.0,2015.0,2016.0,0.381307741069,206326.0,0.920473607195
35 San Benito,C-IV,July,2015.0,2015.0,2016.0,0.320638552904,5885.0,0.94675032175
36 San Bernardino,C-IV,July,2015.0,2015.0,2016.0,0.430336567086,368622.0,0.904762606032
37 San Diego,CalWIN,July,2015.0,2015.0,2016.0,0.309299631458,268057.0,0.890480857072
38 San Francisco,CalWIN,July,2015.0,2015.0,2016.0,0.208564962317,47460.0,0.876761929394
39 San Joaquin,C-IV,July,2015.0,2015.0,2016.0,0.404481590303,118666.0,0.950697003685
40 San Luis Obispo,CalWIN,July,2015.0,2015.0,2016.0,0.289852960228,17899.0,0.92938366478
41 San Mateo,CalWIN,July,2015.0,2015.0,2016.0,0.192083188372,29814.0,0.913251240581
42 Santa Barbara,CalWIN,July,2015.0,2015.0,2016.0,0.261756844352,35940.0,0.948835735783
43 Santa Clara,CalWIN,July,2015.0,2015.0,2016.0,0.238718474002,105224.0,0.937950706422
44 Santa Cruz,CalWIN,July,2015.0,2015.0,2016.0,0.308594248386,24187.0,0.927380085119
45 Shasta,C-IV,July,2015.0,2015.0,2016.0,0.370846876129,24645.0,0.942699766668
46 Sierra,C-IV,July,2015.0,2015.0,2016.0,0.356886227545,298.0,0.897590361446
47 Siskiyou,C-IV,July,2015.0,2015.0,2016.0,0.392584514722,6840.0,0.954241071429
48 Solano,CalWIN,July,2015.0,2015.0,2016.0,0.346272676205,41917.0,0.915078481455
49 Sonoma,CalWIN,July,2015.0,2015.0,2016.0,0.278755041936,34831.0,0.923409331919
50 Stanislaus,C-IV,July,2015.0,2015.0,2016.0,0.385732783385,89966.0,0.94178609189
51 Sutter,C-IV,July,2015.0,2015.0,2016.0,0.308380050261,12762.0,0.954882154882
52 Tehama,C-IV,July,2015.0,2015.0,2016.0,0.383332124465,10570.0,0.964504060589
53 Trinity,C-IV,July,2015.0,2015.0,2016.0,0.349442379182,1786.0,0.93410041841
54 Tulare,CalWIN,July,2015.0,2015.0,2016.0,0.484547832138,121167.0,0.951269489849
55 Tuolumne,C-IV,July,2015.0,2015.0,2016.0,0.376343354646,5533.0,0.943393009378
56 Ventura,CalWIN,July,2015.0,2015.0,2016.0,0.307755912022,70718.0,0.9074554087
57 Yolo,CalWIN,July,2015.0,2015.0,2016.0,0.334010746762,19394.0,0.916497329994
58 Yuba,C-IV,July,2015.0,2015.0,2016.0,0.423595505618,13195.0,0.94689630427
00 Statewide,n/a,October,2015.0,2016.0,2016.0,0.314256774192,4162671.0,0.91044080147
01 Alameda,CalWIN,October,2015.0,2016.0,2016.0,0.25903784779,114524.0,0.91125663407
02 Alpine,C-IV,October,2015.0,2016.0,2016.0,0.421621621622,156.0,0.962962962963
03 Amador,C-IV,October,2015.0,2016.0,2016.0,0.386537295331,3187.0,0.90771859869
04 Butte,C-IV,October,2015.0,2016.0,2016.0,0.3713510889,31358.0,0.940580101383
05 Calaveras,C-IV,October,2015.0,2016.0,2016.0,0.415734955607,5057.0,0.919621749409
06 Colusa,C-IV,October,2015.0,2016.0,2016.0,0.150250417362,1350.0,0.97192224622
07 Contra Costa,CalWIN,October,2015.0,2016.0,2016.0,0.249859837228,68186.0,0.924618618211
08 Del Norte,C-IV,October,2015.0,2016.0,2016.0,0.427939211757,5125.0,0.963526978755
09 El Dorado,C-IV,October,2015.0,2016.0,2016.0,0.323821853962,12506.0,0.915519765739
10 Fresno,CalWIN,October,2015.0,2016.0,2016.0,0.465352098605,223584.0,0.935537051759
11 Glenn,C-IV,October,2015.0,2016.0,2016.0,0.296237853999,3567.0,0.963793569306
12 Humboldt,C-IV,October,2015.0,2016.0,2016.0,0.379425453991,19891.0,0.911427785924
13 Imperial,C-IV,October,2015.0,2016.0,2016.0,0.464357541899,43638.0,0.957183592893
14 Inyo,C-IV,October,2015.0,2016.0,2016.0,0.353062274833,2058.0,0.947950253339
15 Kern,C-IV,October,2015.0,2016.0,2016.0,0.39603803247,157197.0,0.944693509615
16 Kings,C-IV,October,2015.0,2016.0,2016.0,0.421520254254,24006.0,0.955196562152
17 Lake,C-IV,October,2015.0,2016.0,2016.0,0.418646875199,13143.0,0.86461417012
18 Lassen,C-IV,October,2015.0,2016.0,2016.0,0.386485475626,3100.0,0.934016269961
19 Los Angeles,LRS,October,2015.0,2016.0,2016.0,0.263981391703,1030487.0,0.874006605385
20 Madera,C-IV,October,2015.0,2016.0,2016.0,0.414327811633,28964.0,0.961524416559
21 Marin,C-IV,October,2015.0,2016.0,2016.0,0.233214517901,10403.0,0.937629562866
22 Mariposa,C-IV,October,2015.0,2016.0,2016.0,0.414412554202,2007.0,0.947592067989
23 Mendocino,C-IV,October,2015.0,2016.0,2016.0,0.312681439907,12925.0,0.933887283237
24 Merced,C-IV,October,2015.0,2016.0,2016.0,0.414365516993,57487.0,0.966135592081
25 Modoc,C-IV,October,2015.0,2016.0,2016.0,0.301969365427,966.0,0.953603158934
26 Mono,C-IV,October,2015.0,2016.0,2016.0,0.188786565547,697.0,0.874529485571
27 Monterey,C-IV,October,2015.0,2016.0,2016.0,0.275001407261,48854.0,0.960615057907
28 Napa,C-IV,October,2015.0,2016.0,2016.0,0.223548747209,7209.0,0.940877055599
29 Nevada,C-IV,October,2015.0,2016.0,2016.0,0.298361575131,7448.0,0.927984051832
30 Orange,CalWIN,October,2015.0,2016.0,2016.0,0.268724604081,243174.0,0.921843429078
31 Placer,CalWIN,October,2015.0,2016.0,2016.0,0.248839861877,15926.0,0.880765402057
32 Plumas,C-IV,October,2015.0,2016.0,2016.0,0.312762032534,1865.0,0.894055608821
33 Riverside,C-IV,October,2015.0,2016.0,2016.0,0.336669041459,275502.0,0.892109021083
34 Sacramento,CalWIN,October,2015.0,2016.0,2016.0,0.374851952414,206672.0,0.924545605017
35 San Benito,C-IV,October,2015.0,2016.0,2016.0,0.314767749959,5821.0,0.945735174655
36 San Bernardino,C-IV,October,2015.0,2016.0,2016.0,0.42728078761,371072.0,0.905236913814
37 San Diego,CalWIN,October,2015.0,2016.0,2016.0,0.303385156648,270426.0,0.897608157358
38 San Francisco,CalWIN,October,2015.0,2016.0,2016.0,0.208925935648,48550.0,0.891169074322
39 San Joaquin,C-IV,October,2015.0,2016.0,2016.0,0.396941505022,117973.0,0.950981024393
40 San Luis Obispo,CalWIN,October,2015.0,2016.0,2016.0,0.288651539656,18026.0,0.933747733748
41 San Mateo,CalWIN,October,2015.0,2016.0,2016.0,0.188082779368,29510.0,0.916601956826
42 Santa Barbara,CalWIN,October,2015.0,2016.0,2016.0,0.261221074131,36834.0,0.953236199891
43 Santa Clara,CalWIN,October,2015.0,2016.0,2016.0,0.233383280404,104355.0,0.940787753667
44 Santa Cruz,CalWIN,October,2015.0,2016.0,2016.0,0.303593228872,24122.0,0.926237376646
45 Shasta,C-IV,October,2015.0,2016.0,2016.0,0.368956781373,24467.0,0.94216180831
46 Sierra,C-IV,October,2015.0,2016.0,2016.0,0.338498212157,284.0,0.8875
47 Siskiyou,C-IV,October,2015.0,2016.0,2016.0,0.383375174338,6872.0,0.9477313474
48 Solano,CalWIN,October,2015.0,2016.0,2016.0,0.338259813841,41792.0,0.917940607978
49 Sonoma,CalWIN,October,2015.0,2016.0,2016.0,0.268727958406,34061.0,0.920617330667
50 Stanislaus,C-IV,October,2015.0,2016.0,2016.0,0.373188923139,88863.0,0.942793485757
51 Sutter,C-IV,October,2015.0,2016.0,2016.0,0.305587585279,12721.0,0.954313578395
52 Tehama,C-IV,October,2015.0,2016.0,2016.0,0.372419992808,10357.0,0.967491826249
53 Trinity,C-IV,October,2015.0,2016.0,2016.0,0.354826103947,1816.0,0.944849115505
54 Tulare,CalWIN,October,2015.0,2016.0,2016.0,0.477624966733,122037.0,0.957408250043
55 Tuolumne,C-IV,October,2015.0,2016.0,2016.0,0.375167515411,5599.0,0.938956900889
56 Ventura,CalWIN,October,2015.0,2016.0,2016.0,0.306497247362,71930.0,0.912041791877
57 Yolo,CalWIN,October,2015.0,2016.0,2016.0,0.331503135062,19562.0,0.912576973316
58 Yuba,C-IV,October,2015.0,2016.0,2016.0,0.420454901961,13402.0,0.948209990095
00 Statewide,n/a,January,2016.0,2016.0,2016.0,0.304822666989,4187085.0,0.925416318381
01 Alameda,CalWIN,January,2016.0,2016.0,2016.0,0.245530708551,112333.0,0.925617996045
02 Alpine,C-IV,January,2016.0,2016.0,2016.0,0.409340659341,149.0,0.955128205128
03 Amador,C-IV,January,2016.0,2016.0,2016.0,0.375689958896,3199.0,0.925368816893
04 Butte,C-IV,January,2016.0,2016.0,2016.0,0.36237637554,31218.0,0.946057336808
05 Calaveras,C-IV,January,2016.0,2016.0,2016.0,0.399712207211,5000.0,0.935453695042
06 Colusa,C-IV,January,2016.0,2016.0,2016.0,0.157718844329,1463.0,0.977941176471
07 Contra Costa,CalWIN,January,2016.0,2016.0,2016.0,0.240129960679,67848.0,0.933285647473
08 Del Norte,C-IV,January,2016.0,2016.0,2016.0,0.429388221841,5257.0,0.973879214524
09 El Dorado,C-IV,January,2016.0,2016.0,2016.0,0.310597078929,12313.0,0.93019566367
10 Fresno,CalWIN,January,2016.0,2016.0,2016.0,0.461010256462,227663.0,0.945342280319
11 Glenn,C-IV,January,2016.0,2016.0,2016.0,0.291458903008,3624.0,0.97524219591
12 Humboldt,C-IV,January,2016.0,2016.0,2016.0,0.365771688827,19917.0,0.914546790339
13 Imperial,C-IV,January,2016.0,2016.0,2016.0,0.445911784759,42511.0,0.965522723659
14 Inyo,C-IV,January,2016.0,2016.0,2016.0,0.346133976236,2010.0,0.95486935867
15 Kern,C-IV,January,2016.0,2016.0,2016.0,0.400405537895,161727.0,0.954423133668
16 Kings,C-IV,January,2016.0,2016.0,2016.0,0.427736266777,24730.0,0.962181931367
17 Lake,C-IV,January,2016.0,2016.0,2016.0,0.383804131409,12337.0,0.961274738975
18 Lassen,C-IV,January,2016.0,2016.0,2016.0,0.376951672862,3042.0,0.939759036145
19 Los Angeles,LRS,January,2016.0,2016.0,2016.0,0.251640944703,1046239.0,0.902501237852
20 Madera,C-IV,January,2016.0,2016.0,2016.0,0.417049096994,29535.0,0.970173767369
21 Marin,C-IV,January,2016.0,2016.0,2016.0,0.219166721229,10042.0,0.948880279694
22 Mariposa,C-IV,January,2016.0,2016.0,2016.0,0.410912019328,2041.0,0.955524344569
23 Mendocino,C-IV,January,2016.0,2016.0,2016.0,0.299776549453,12745.0,0.947724568709
24 Merced,C-IV,January,2016.0,2016.0,2016.0,0.408469152235,57693.0,0.973803696514
25 Modoc,C-IV,January,2016.0,2016.0,2016.0,0.32492211838,1043.0,0.957759412305
26 Mono,C-IV,January,2016.0,2016.0,2016.0,0.193259610321,734.0,0.907292954265
27 Monterey,C-IV,January,2016.0,2016.0,2016.0,0.302319342087,55215.0,0.968191621806
28 Napa,C-IV,January,2016.0,2016.0,2016.0,0.22168304298,7355.0,0.949522334108
29 Nevada,C-IV,January,2016.0,2016.0,2016.0,0.284866127858,7437.0,0.93488372093
30 Orange,CalWIN,January,2016.0,2016.0,2016.0,0.261199057649,241921.0,0.927131277904
31 Placer,CalWIN,January,2016.0,2016.0,2016.0,0.241492766034,16074.0,0.895786892555
32 Plumas,C-IV,January,2016.0,2016.0,2016.0,0.327759197324,2058.0,0.905809859155
33 Riverside,C-IV,January,2016.0,2016.0,2016.0,0.324643242309,272426.0,0.904018583043
34 Sacramento,CalWIN,January,2016.0,2016.0,2016.0,0.364863167467,206240.0,0.935723457059
35 San Benito,C-IV,January,2016.0,2016.0,2016.0,0.310054247643,5887.0,0.953978285529
36 San Bernardino,C-IV,January,2016.0,2016.0,2016.0,0.42157866831,372114.0,0.915995470658
37 San Diego,CalWIN,January,2016.0,2016.0,2016.0,0.291785212428,269110.0,0.90929671503
38 San Francisco,CalWIN,January,2016.0,2016.0,2016.0,0.208436936591,48788.0,0.898589162707
39 San Joaquin,C-IV,January,2016.0,2016.0,2016.0,0.382961725616,116006.0,0.960028468337
40 San Luis Obispo,CalWIN,January,2016.0,2016.0,2016.0,0.282164775314,17977.0,0.937082985822
41 San Mateo,CalWIN,January,2016.0,2016.0,2016.0,0.180725059408,29128.0,0.927702401427
42 Santa Barbara,CalWIN,January,2016.0,2016.0,2016.0,0.272403939064,39750.0,0.958316256419
43 Santa Clara,CalWIN,January,2016.0,2016.0,2016.0,0.222619952972,101870.0,0.948792936443
44 Santa Cruz,CalWIN,January,2016.0,2016.0,2016.0,0.315471140094,26027.0,0.936930775046
45 Shasta,C-IV,January,2016.0,2016.0,2016.0,0.356771489091,24086.0,0.951188689677
46 Sierra,C-IV,January,2016.0,2016.0,2016.0,0.32384341637,273.0,0.91
47 Siskiyou,C-IV,January,2016.0,2016.0,2016.0,0.377924775858,6913.0,0.95973899764
48 Solano,CalWIN,January,2016.0,2016.0,2016.0,0.326891895067,41732.0,0.932683711783
49 Sonoma,CalWIN,January,2016.0,2016.0,2016.0,0.256709015299,33643.0,0.927826806398
50 Stanislaus,C-IV,January,2016.0,2016.0,2016.0,0.365054082086,88695.0,0.951703935791
51 Sutter,C-IV,January,2016.0,2016.0,2016.0,0.303861693132,12936.0,0.959359240581
52 Tehama,C-IV,January,2016.0,2016.0,2016.0,0.358283823686,10071.0,0.970044307455
53 Trinity,C-IV,January,2016.0,2016.0,2016.0,0.350908372828,1777.0,0.94370685077
54 Tulare,CalWIN,January,2016.0,2016.0,2016.0,0.475170604884,123733.0,0.962341046082
55 Tuolumne,C-IV,January,2016.0,2016.0,2016.0,0.360448156988,5437.0,0.949362668064
56 Ventura,CalWIN,January,2016.0,2016.0,2016.0,0.298054861205,72616.0,0.923961726384
57 Yolo,CalWIN,January,2016.0,2016.0,2016.0,0.334821280958,20252.0,0.922600337114
58 Yuba,C-IV,January,2016.0,2016.0,2016.0,0.40173242325,13125.0,0.955170657157
00 Statewide,n/a,April,2016.0,2016.0,2016.0,0.292731265781,4032723.0,0.925857228657
01 Alameda,CalWIN,April,2016.0,2016.0,2016.0,0.245527536603,111250.0,0.92574100887
02 Alpine,C-IV,April,2016.0,2016.0,2016.0,0.389189189189,144.0,0.953642384106
03 Amador,C-IV,April,2016.0,2016.0,2016.0,0.376253983241,3188.0,0.919792267744
04 Butte,C-IV,April,2016.0,2016.0,2016.0,0.365521695731,31126.0,0.943498029706
05 Calaveras,C-IV,April,2016.0,2016.0,2016.0,0.389262281965,4865.0,0.93163538874
06 Colusa,C-IV,April,2016.0,2016.0,2016.0,0.155256984432,1456.0,0.976525821596
07 Contra Costa,CalWIN,April,2016.0,2016.0,2016.0,0.23657645668,66839.0,0.934118765111
08 Del Norte,C-IV,April,2016.0,2016.0,2016.0,0.42710872745,5256.0,0.973874374653
09 El Dorado,C-IV,April,2016.0,2016.0,2016.0,0.311434903329,12226.0,0.929592457421
10 Fresno,CalWIN,April,2016.0,2016.0,2016.0,0.458623647561,226694.0,0.947788713197
11 Glenn,C-IV,April,2016.0,2016.0,2016.0,0.294528802121,3666.0,0.973446627722
12 Humboldt,C-IV,April,2016.0,2016.0,2016.0,0.363346613546,20064.0,0.916499177782
13 Imperial,C-IV,April,2016.0,2016.0,2016.0,0.437251531672,41465.0,0.96609972041
14 Inyo,C-IV,April,2016.0,2016.0,2016.0,0.34191430546,1979.0,0.946889952153
15 Kern,C-IV,April,2016.0,2016.0,2016.0,0.392266970056,161015.0,0.958513906086
16 Kings,C-IV,April,2016.0,2016.0,2016.0,0.417245190481,24161.0,0.964433977327
17 Lake,C-IV,April,2016.0,2016.0,2016.0,0.379386775028,12324.0,0.962887725604
18 Lassen,C-IV,April,2016.0,2016.0,2016.0,0.376346749226,3039.0,0.937673557544
19 Los Angeles,LRS,April,2016.0,2016.0,2016.0,0.222631046687,937376.0,0.897822432726
20 Madera,C-IV,April,2016.0,2016.0,2016.0,0.4127810247,29028.0,0.970446643488
21 Marin,C-IV,April,2016.0,2016.0,2016.0,0.216797341615,9982.0,0.948408551069
22 Mariposa,C-IV,April,2016.0,2016.0,2016.0,0.412099066179,2030.0,0.960264900662
23 Mendocino,C-IV,April,2016.0,2016.0,2016.0,0.287172762609,12264.0,0.947246466363
24 Merced,C-IV,April,2016.0,2016.0,2016.0,0.400213688821,56561.0,0.972992035231
25 Modoc,C-IV,April,2016.0,2016.0,2016.0,0.325101594248,1040.0,0.948905109489
26 Mono,C-IV,April,2016.0,2016.0,2016.0,0.196941734775,747.0,0.915441176471
27 Monterey,C-IV,April,2016.0,2016.0,2016.0,0.293184958121,54326.0,0.970037854439
28 Napa,C-IV,April,2016.0,2016.0,2016.0,0.221069097254,7349.0,0.949974146846
29 Nevada,C-IV,April,2016.0,2016.0,2016.0,0.283746241961,7456.0,0.93586042425
30 Orange,CalWIN,April,2016.0,2016.0,2016.0,0.260370180938,240788.0,0.928571979484
31 Placer,CalWIN,April,2016.0,2016.0,2016.0,0.242472144633,15799.0,0.89502605937
32 Plumas,C-IV,April,2016.0,2016.0,2016.0,0.323798988622,2049.0,0.909050576752
33 Riverside,C-IV,April,2016.0,2016.0,2016.0,0.311650916847,263010.0,0.906727802389
34 Sacramento,CalWIN,April,2016.0,2016.0,2016.0,0.361683368153,204286.0,0.936816714359
35 San Benito,C-IV,April,2016.0,2016.0,2016.0,0.296043015243,5671.0,0.954231869426
36 San Bernardino,C-IV,April,2016.0,2016.0,2016.0,0.411695352183,361408.0,0.916888230399
37 San Diego,CalWIN,April,2016.0,2016.0,2016.0,0.290918814168,266015.0,0.908074580807
38 San Francisco,CalWIN,April,2016.0,2016.0,2016.0,0.213990279317,49047.0,0.900920262302
39 San Joaquin,C-IV,April,2016.0,2016.0,2016.0,0.380451192684,114660.0,0.959955794814
40 San Luis Obispo,CalWIN,April,2016.0,2016.0,2016.0,0.280939675723,17795.0,0.93944673213
41 San Mateo,CalWIN,April,2016.0,2016.0,2016.0,0.175441001452,28156.0,0.928015820699
42 Santa Barbara,CalWIN,April,2016.0,2016.0,2016.0,0.269044530619,39616.0,0.959434259282
43 Santa Clara,CalWIN,April,2016.0,2016.0,2016.0,0.220503029142,100128.0,0.950017078447
44 Santa Cruz,CalWIN,April,2016.0,2016.0,2016.0,0.317848978644,26001.0,0.936163318211
45 Shasta,C-IV,April,2016.0,2016.0,2016.0,0.355700712589,23960.0,0.951208861011
46 Sierra,C-IV,April,2016.0,2016.0,2016.0,0.300724637681,249.0,0.922222222222
47 Siskiyou,C-IV,April,2016.0,2016.0,2016.0,0.364715997636,6787.0,0.962695035461
48 Solano,CalWIN,April,2016.0,2016.0,2016.0,0.321588700069,41027.0,0.933598816703
49 Sonoma,CalWIN,April,2016.0,2016.0,2016.0,0.252792181891,32955.0,0.926352775826
50 Stanislaus,C-IV,April,2016.0,2016.0,2016.0,0.35265034155,86162.0,0.956367309336
51 Sutter,C-IV,April,2016.0,2016.0,2016.0,0.303708661236,13160.0,0.965163182985
52 Tehama,C-IV,April,2016.0,2016.0,2016.0,0.359219858156,10130.0,0.968636450564
53 Trinity,C-IV,April,2016.0,2016.0,2016.0,0.340019665683,1729.0,0.945842450766
54 Tulare,CalWIN,April,2016.0,2016.0,2016.0,0.468942878409,122856.0,0.966274460454
55 Tuolumne,C-IV,April,2016.0,2016.0,2016.0,0.353146150238,5270.0,0.937889304147
56 Ventura,CalWIN,April,2016.0,2016.0,2016.0,0.294307931061,71875.0,0.927754543577
57 Yolo,CalWIN,April,2016.0,2016.0,2016.0,0.332527607159,20085.0,0.920317082111
58 Yuba,C-IV,April,2016.0,2016.0,2016.0,0.399786910198,13133.0,0.957913931437
00 Statewide,n/a,July,2016.0,2016.0,2017.0,0.293496787636,4000908.0,0.918636676006
01 Alameda,CalWIN,July,2016.0,2016.0,2017.0,0.245284247152,109268.0,0.919184016824
02 Alpine,C-IV,July,2016.0,2016.0,2017.0,0.402816901408,143.0,0.953333333333
03 Amador,C-IV,July,2016.0,2016.0,2017.0,0.36402166235,3092.0,0.916963226572
04 Butte,C-IV,July,2016.0,2016.0,2017.0,0.366496910116,31017.0,0.940964111276
05 Calaveras,C-IV,July,2016.0,2016.0,2017.0,0.394918797234,4912.0,0.929422894986
06 Colusa,C-IV,July,2016.0,2016.0,2017.0,0.153878807174,1450.0,0.967957276368
07 Contra Costa,CalWIN,July,2016.0,2016.0,2017.0,0.232936964491,65193.0,0.93139509965
08 Del Norte,C-IV,July,2016.0,2016.0,2017.0,0.427144728225,5218.0,0.97569184742
09 El Dorado,C-IV,July,2016.0,2016.0,2017.0,0.315675003884,12192.0,0.926655012541
10 Fresno,CalWIN,July,2016.0,2016.0,2017.0,0.451789847105,223125.0,0.947637330434
11 Glenn,C-IV,July,2016.0,2016.0,2017.0,0.296762301651,3703.0,0.971916010499
12 Humboldt,C-IV,July,2016.0,2016.0,2017.0,0.355728519179,19744.0,0.916833062456
13 Imperial,C-IV,July,2016.0,2016.0,2017.0,0.439145031098,41728.0,0.966306185304
14 Inyo,C-IV,July,2016.0,2016.0,2017.0,0.335722819594,1967.0,0.947038998556
15 Kern,C-IV,July,2016.0,2016.0,2017.0,0.38816290112,159658.0,0.956562896925
16 Kings,C-IV,July,2016.0,2016.0,2017.0,0.41116259769,23780.0,0.962753036437
17 Lake,C-IV,July,2016.0,2016.0,2017.0,0.376027947814,12163.0,0.961958241063
18 Lassen,C-IV,July,2016.0,2016.0,2017.0,0.37917608641,3019.0,0.93351886209
19 Los Angeles,LRS,July,2016.0,2016.0,2017.0,0.230246501811,942640.0,0.876276920016
20 Madera,C-IV,July,2016.0,2016.0,2017.0,0.403908006717,28381.0,0.968040111877
21 Marin,C-IV,July,2016.0,2016.0,2017.0,0.216546605545,9920.0,0.947016706444
22 Mariposa,C-IV,July,2016.0,2016.0,2017.0,0.395854501118,1948.0,0.954901960784
23 Mendocino,C-IV,July,2016.0,2016.0,2017.0,0.283227736298,12025.0,0.945510300362
24 Merced,C-IV,July,2016.0,2016.0,2017.0,0.395272287786,55599.0,0.971110684156
25 Modoc,C-IV,July,2016.0,2016.0,2017.0,0.331368290413,1068.0,0.950177935943
26 Mono,C-IV,July,2016.0,2016.0,2017.0,0.199416600371,752.0,0.910411622276
27 Monterey,C-IV,July,2016.0,2016.0,2017.0,0.253314927554,46977.0,0.966724286949
28 Napa,C-IV,July,2016.0,2016.0,2017.0,0.214730826519,7064.0,0.945902517408
29 Nevada,C-IV,July,2016.0,2016.0,2017.0,0.2814403371,7347.0,0.931651027137
30 Orange,CalWIN,July,2016.0,2016.0,2017.0,0.259985954157,239517.0,0.924444118521
31 Placer,CalWIN,July,2016.0,2016.0,2017.0,0.244101210804,15725.0,0.887766047536
32 Plumas,C-IV,July,2016.0,2016.0,2017.0,0.301290119572,1915.0,0.922447013487
33 Riverside,C-IV,July,2016.0,2016.0,2017.0,0.309949352523,262904.0,0.9043514155
34 Sacramento,CalWIN,July,2016.0,2016.0,2017.0,0.358847255696,202045.0,0.93327205288
35 San Benito,C-IV,July,2016.0,2016.0,2017.0,0.277180097238,5359.0,0.956964285714
36 San Bernardino,C-IV,July,2016.0,2016.0,2017.0,0.411612573473,362394.0,0.916094098376
37 San Diego,CalWIN,July,2016.0,2016.0,2017.0,0.291153720687,265973.0,0.906696256601
38 San Francisco,CalWIN,July,2016.0,2016.0,2017.0,0.21890985288,49728.0,0.904507257448
39 San Joaquin,C-IV,July,2016.0,2016.0,2017.0,0.373861643477,112772.0,0.958815127194
40 San Luis Obispo,CalWIN,July,2016.0,2016.0,2017.0,0.278762190069,17494.0,0.938368288366
41 San Mateo,CalWIN,July,2016.0,2016.0,2017.0,0.176377562686,27771.0,0.925669144362
42 Santa Barbara,CalWIN,July,2016.0,2016.0,2017.0,0.253829677629,37448.0,0.954721599021
43 Santa Clara,CalWIN,July,2016.0,2016.0,2017.0,0.218751730508,98757.0,0.949029895926
44 Santa Cruz,CalWIN,July,2016.0,2016.0,2017.0,0.30733126935,24817.0,0.932759527926
45 Shasta,C-IV,July,2016.0,2016.0,2017.0,0.357132048061,23600.0,0.946612650917
46 Sierra,C-IV,July,2016.0,2016.0,2017.0,0.309723889556,258.0,0.941605839416
47 Siskiyou,C-IV,July,2016.0,2016.0,2017.0,0.353274222839,6614.0,0.961197500363
48 Solano,CalWIN,July,2016.0,2016.0,2017.0,0.322442990284,40652.0,0.933755972069
49 Sonoma,CalWIN,July,2016.0,2016.0,2017.0,0.248724361406,32123.0,0.922200212442
50 Stanislaus,C-IV,July,2016.0,2016.0,2017.0,0.346430276836,84882.0,0.95622296323
51 Sutter,C-IV,July,2016.0,2016.0,2017.0,0.297169921374,12737.0,0.959978896593
52 Tehama,C-IV,July,2016.0,2016.0,2017.0,0.352708481825,9897.0,0.96574941452
53 Trinity,C-IV,July,2016.0,2016.0,2017.0,0.337574552684,1698.0,0.94966442953
54 Tulare,CalWIN,July,2016.0,2016.0,2017.0,0.458429508247,119960.0,0.966499621328
55 Tuolumne,C-IV,July,2016.0,2016.0,2017.0,0.354476333995,5175.0,0.932600468553
56 Ventura,CalWIN,July,2016.0,2016.0,2017.0,0.293003732112,71129.0,0.925195109261
57 Yolo,CalWIN,July,2016.0,2016.0,2017.0,0.328608484646,19636.0,0.916927387345
58 Yuba,C-IV,July,2016.0,2016.0,2017.0,0.393784132049,12835.0,0.956836141345
00 Statewide,n/a,October,2016.0,2017.0,2017.0,0.295020421823,4005751.0,0.920461316277
