"Monthly data on CalFresh public assistance households and persons, non-assistance households and persons, CFAP public assistance household and persons, non-assistance household and persons, federal and state issuances, 30 day timeliness, negative error rate, negative error rate cases completed, applications received, and child only households and persons. ",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Note:  The presence of an asterisk (*) in a data cell indicates that the value has been suppressed to protect individual confidentiality.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,DFA 256,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP,CF 296,CF 296,MEDS,MEDS
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,Fed_PA_HHs,Fed_NA_HHs,CFAP_PA_HHs,CFAP_NA_HHs,All_PA_HHs,All_NA_HHs,CF_HHs,CF_Persons,Fed_PA_Persons,Fed_ NA_Persons,All_Fed_Persons,CFAP_PA_Persons,CFAP_NA_Persons,All_CFAP_Persons,All_PA_Persons,All_NA_Persons,Fed_Issuances,State_Issuances,Total_Issuances,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate,Apps_Recd,Online_Apps_Recd,Child_Only_HHs,Child_Only_Persons
37 San Diego,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,132859.0,262987.0,,,,,,,,,,,,0.977245508982,0.96171875,0.55,0.0121,13721.0,6264.0,12794.0,26704.0
38 San Francisco,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,33498.0,49803.0,,,,,,,,,,,,0.970813064628,0.668647845468,0.333,0.0843,2331.0,1202.0,3332.0,5500.0
39 San Joaquin,C-IV,January,2018.0,2018.0,2017/18,,,,,,,46664.0,102602.0,,,,,,,,,,,,0.981077147016,0.904449307075,0.6,0.0185,3543.0,1316.0,5840.0,12803.0
40 San Luis Obispo,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,9469.0,16415.0,,,,,,,,,,,,0.960088691796,0.95406360424,0.545,0.0722,864.0,268.0,970.0,2110.0
41 San Mateo,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,13072.0,24923.0,,,,,,,,,,,,0.975881261596,0.935393258427,0.545,0.0722,1247.0,402.0,2754.0,5548.0
42 Santa Barbara,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,19890.0,39123.0,,,,,,,,,,,,0.816017316017,0.891891891892,0.545,0.0722,2477.0,1038.0,4643.0,10837.0
43 Santa Clara,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,45365.0,87007.0,,,,,,,,,,,,0.992615384615,0.97373358349,0.6,0.0515,3196.0,873.0,7622.0,15900.0
44 Santa Cruz,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,14583.0,26016.0,,,,,,,,,,,,0.965620328849,0.965397923875,0.545,0.0722,1160.0,488.0,2297.0,4981.0
45 Shasta,C-IV,January,2018.0,2018.0,2017/18,,,,,,,12367.0,23062.0,,,,,,,,,,,,0.938345864662,0.950298210736,0.545,0.0722,1317.0,353.0,492.0,802.0
46 Sierra,C-IV,January,2018.0,2018.0,2017/18,,,,,,,153.0,259.0,,,,,,,,,,,,1.0,1.0,0.545,0.0722,7.0,1.0,*,*
47 Siskiyou,C-IV,January,2018.0,2018.0,2017/18,,,,,,,3127.0,6419.0,,,,,,,,,,,,0.931216931217,0.885245901639,0.545,0.0722,341.0,117.0,161.0,303.0
48 Solano,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,20761.0,38145.0,,,,,,,,,,,,0.971962616822,0.958333333333,0.0,0.0458,1774.0,505.0,1911.0,3887.0
49 Sonoma,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,16778.0,29264.0,,,,,,,,,,,,0.94014084507,0.546153846154,0.545,0.0722,1163.0,509.0,2560.0,5408.0
50 Stanislaus,C-IV,January,2018.0,2018.0,2017/18,,,,,,,38318.0,80036.0,,,,,,,,,,,,0.973180076628,0.939556235654,0.5,0.0584,3116.0,848.0,3905.0,8794.0
51 Sutter,C-IV,January,2018.0,2018.0,2017/18,,,,,,,5374.0,12262.0,,,,,,,,,,,,0.982078853047,0.946902654867,0.545,0.0722,493.0,163.0,547.0,1250.0
52 Tehama,C-IV,January,2018.0,2018.0,2017/18,,,,,,,4184.0,8982.0,,,,,,,,,,,,0.924050632911,0.945652173913,0.545,0.0722,470.0,95.0,390.0,858.0
53 Trinity,C-IV,January,2018.0,2018.0,2017/18,,,,,,,990.0,1673.0,,,,,,,,,,,,0.913793103448,0.86,0.545,0.0722,89.0,13.0,30.0,44.0
54 Tulare,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,51376.0,117240.0,,,,,,,,,,,,0.988581466842,0.785100286533,0.2,0.0336,2985.0,186.0,7587.0,18152.0
55 Tuolumne,C-IV,January,2018.0,2018.0,2017/18,,,,,,,2680.0,4702.0,,,,,,,,,,,,0.973154362416,0.955357142857,0.545,0.0722,297.0,4.0,83.0,130.0
56 Ventura,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,34548.0,67471.0,,,,,,,,,,,,0.983616504854,0.971215351812,0.0,0.0665,3433.0,792.0,5888.0,13719.0
57 Yolo,CalWIN,January,2018.0,2018.0,2017/18,,,,,,,10145.0,18544.0,,,,,,,,,,,,0.852631578947,0.908212560386,0.545,0.0722,1266.0,446.0,770.0,1586.0
58 Yuba,C-IV,January,2018.0,2018.0,2017/18,,,,,,,6053.0,12884.0,,,,,,,,,,,,0.987745098039,0.972222222222,0.545,0.0722,607.0,117.0,425.0,908.0
00 Statewide,n/a,February,2018.0,2018.0,2017/18,229090.0,1717385.0,1968.0,16615.0,231058.0,1734000.0,1965058.0,4020977.0,588807.0,3388545.0,3977352.0,6589.0,37036.0,43625.0,595396.0,3425581.0,534051660.0,4808994.0,538860654.0,0.980942220226,0.909987289604,0.64,0.0633,139483.0,49448.0,263990.0,569279.0
01 Alameda,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,55019.0,103106.0,,,,,,,,,,,,0.984153742414,0.970873786408,0.889,0.04,4710.0,1789.0,6154.0,12153.0
02 Alpine,C-IV,February,2018.0,2018.0,2017/18,,,,,,,79.0,141.0,,,,,,,,,,,,1.0,0.666666666667,0.6,0.13,4.0,2.0,*,*
03 Amador,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1571.0,2838.0,,,,,,,,,,,,0.986486486486,0.979591836735,0.6,0.13,112.0,23.0,36.0,66.0
04 Butte,C-IV,February,2018.0,2018.0,2017/18,,,,,,,16903.0,30858.0,,,,,,,,,,,,0.899002493766,0.970443349754,0.6,0.13,1377.0,681.0,751.0,1313.0
05 Calaveras,C-IV,February,2018.0,2018.0,2017/18,,,,,,,2783.0,5042.0,,,,,,,,,,,,0.975609756098,0.973333333333,0.6,0.13,167.0,30.0,57.0,105.0
06 Colusa,C-IV,February,2018.0,2018.0,2017/18,,,,,,,672.0,1475.0,,,,,,,,,,,,0.941176470588,0.809523809524,0.6,0.13,49.0,8.0,98.0,232.0
07 Contra Costa,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,30879.0,61557.0,,,,,,,,,,,,0.975991649269,0.972281449893,0.8,0.033,2113.0,927.0,4176.0,8466.0
08 Del Norte,C-IV,February,2018.0,2018.0,2017/18,,,,,,,2571.0,5134.0,,,,,,,,,,,,1.0,0.915789473684,0.6,0.13,163.0,12.0,107.0,187.0
09 El Dorado,C-IV,February,2018.0,2018.0,2017/18,,,,,,,6459.0,11192.0,,,,,,,,,,,,0.974358974359,1.0,0.6,0.13,535.0,95.0,342.0,705.0
10 Fresno,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,95117.0,218752.0,,,,,,,,,,,,0.935389133627,0.642335766423,0.533,0.0592,4574.0,1912.0,12429.0,28446.0
11 Glenn,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1487.0,3411.0,,,,,,,,,,,,0.985507246377,0.951219512195,0.6,0.13,110.0,15.0,165.0,341.0
12 Humboldt,C-IV,February,2018.0,2018.0,2017/18,,,,,,,11802.0,19743.0,,,,,,,,,,,,0.9765625,0.970350404313,0.6,0.13,1097.0,301.0,478.0,905.0
13 Imperial,C-IV,February,2018.0,2018.0,2017/18,,,,,,,16932.0,40404.0,,,,,,,,,,,,0.9904,0.922252010724,0.6,0.13,867.0,127.0,835.0,1697.0
14 Inyo,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1042.0,1996.0,,,,,,,,,,,,1.0,0.944444444444,0.6,0.13,71.0,5.0,52.0,109.0
15 Kern,C-IV,February,2018.0,2018.0,2017/18,,,,,,,67900.0,156899.0,,,,,,,,,,,,0.981481481481,0.923179396092,0.5,0.0207,5106.0,1678.0,9485.0,22146.0
16 Kings,C-IV,February,2018.0,2018.0,2017/18,,,,,,,10635.0,23910.0,,,,,,,,,,,,1.0,0.962427745665,0.6,0.13,725.0,129.0,1202.0,2859.0
17 Lake,C-IV,February,2018.0,2018.0,2017/18,,,,,,,6303.0,11576.0,,,,,,,,,,,,0.94776119403,0.914438502674,0.6,0.13,380.0,57.0,349.0,680.0
18 Lassen,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1521.0,3025.0,,,,,,,,,,,,0.948717948718,0.762711864407,0.6,0.13,93.0,8.0,77.0,147.0
19 Los Angeles,LRS,February,2018.0,2018.0,2017/18,,,,,,,547867.0,1083101.0,,,,,,,,,,,,0.992287917738,0.91552887425,0.762,0.0825,40793.0,16086.0,88039.0,183327.0
20 Madera,C-IV,February,2018.0,2018.0,2017/18,,,,,,,11348.0,27455.0,,,,,,,,,,,,0.992146596859,0.987341772152,0.6,0.13,551.0,63.0,2532.0,6204.0
21 Marin,C-IV,February,2018.0,2018.0,2017/18,,,,,,,5987.0,9836.0,,,,,,,,,,,,0.985663082437,0.926553672316,0.6,0.13,421.0,121.0,1073.0,1971.0
22 Mariposa,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1042.0,1930.0,,,,,,,,,,,,0.944444444444,0.96,0.6,0.13,49.0,14.0,25.0,43.0
23 Mendocino,C-IV,February,2018.0,2018.0,2017/18,,,,,,,6170.0,11424.0,,,,,,,,,,,,0.923287671233,0.90036900369,0.6,0.13,442.0,60.0,473.0,1069.0
24 Merced,C-IV,February,2018.0,2018.0,2017/18,,,,,,,22977.0,52829.0,,,,,,,,,,,,0.989821882952,0.969696969697,1.0,0.0338,1309.0,321.0,3222.0,7586.0
25 Modoc,C-IV,February,2018.0,2018.0,2017/18,,,,,,,595.0,1224.0,,,,,,,,,,,,1.0,0.947368421053,0.6,0.13,41.0,8.0,38.0,67.0
26 Mono,C-IV,February,2018.0,2018.0,2017/18,,,,,,,403.0,698.0,,,,,,,,,,,,1.0,0.941176470588,0.6,0.13,32.0,9.0,50.0,107.0
27 Monterey,C-IV,February,2018.0,2018.0,2017/18,,,,,,,21349.0,47635.0,,,,,,,,,,,,0.995759117897,0.936102236422,0.5,0.0528,1725.0,487.0,6880.0,16058.0
28 Napa,C-IV,February,2018.0,2018.0,2017/18,,,,,,,3052.0,6077.0,,,,,,,,,,,,0.938650306748,0.896226415094,0.6,0.13,284.0,87.0,609.0,1338.0
29 Nevada,C-IV,February,2018.0,2018.0,2017/18,,,,,,,3965.0,6748.0,,,,,,,,,,,,0.776536312849,0.729166666667,0.6,0.13,313.0,113.0,108.0,190.0
30 Orange,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,111321.0,224263.0,,,,,,,,,,,,0.991971454059,0.997991967871,0.563,0.088,6978.0,2427.0,22421.0,49574.0
31 Placer,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,8387.0,15593.0,,,,,,,,,,,,1.0,0.88679245283,0.6,0.13,561.0,284.0,541.0,1143.0
32 Plumas,C-IV,February,2018.0,2018.0,2017/18,,,,,,,1191.0,2189.0,,,,,,,,,,,,0.984375,0.837837837838,0.6,0.13,65.0,13.0,43.0,79.0
33 Riverside,C-IV,February,2018.0,2018.0,2017/18,,,,,,,117728.0,258144.0,,,,,,,,,,,,0.986982993911,0.894842406877,0.643,0.0393,8746.0,2886.0,12598.0,29208.0
34 Sacramento,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,94749.0,199442.0,,,,,,,,,,,,0.992826780021,0.792605430387,0.667,0.0641,7240.0,2775.0,7426.0,15108.0
35 San Benito,C-IV,February,2018.0,2018.0,2017/18,,,,,,,2127.0,4655.0,,,,,,,,,,,,1.0,0.970149253731,0.6,0.13,154.0,32.0,287.0,702.0
36 San Bernardino,C-IV,February,2018.0,2018.0,2017/18,,,,,,,158956.0,344997.0,,,,,,,,,,,,0.990071485306,0.924750146972,0.529,0.0358,10230.0,2849.0,16681.0,36491.0
37 San Diego,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,131584.0,260795.0,,,,,,,,,,,,0.978362667528,0.96685971686,0.64,0.0347,11626.0,5267.0,12576.0,26284.0
38 San Francisco,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,32822.0,49160.0,,,,,,,,,,,,0.961451247166,0.626185958254,0.25,0.0773,2609.0,955.0,3285.0,5435.0
39 San Joaquin,C-IV,February,2018.0,2018.0,2017/18,,,,,,,46250.0,101739.0,,,,,,,,,,,,0.974904528096,0.896060352054,0.667,0.0181,2865.0,1039.0,5740.0,12537.0
40 San Luis Obispo,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,9358.0,16330.0,,,,,,,,,,,,0.976982097187,0.964125560538,0.6,0.13,692.0,196.0,960.0,2085.0
41 San Mateo,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,12771.0,24271.0,,,,,,,,,,,,0.99356223176,0.901694915254,0.6,0.13,1071.0,314.0,2694.0,5447.0
42 Santa Barbara,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,20269.0,39690.0,,,,,,,,,,,,0.88064516129,0.887323943662,0.6,0.13,1743.0,827.0,4660.0,10898.0
43 Santa Clara,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,44319.0,84952.0,,,,,,,,,,,,0.993983957219,0.970401691332,0.667,0.05,2517.0,673.0,7430.0,15510.0
44 Santa Cruz,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,14771.0,26244.0,,,,,,,,,,,,0.96768707483,0.990654205607,0.6,0.13,1119.0,605.0,2300.0,4979.0
45 Shasta,C-IV,February,2018.0,2018.0,2017/18,,,,,,,12235.0,22870.0,,,,,,,,,,,,0.937384898711,0.933985330073,0.6,0.13,910.0,207.0,489.0,789.0
46 Sierra,C-IV,February,2018.0,2018.0,2017/18,,,,,,,146.0,236.0,,,,,,,,,,,,1.0,0.75,0.6,0.13,10.0,1.0,*,*
47 Siskiyou,C-IV,February,2018.0,2018.0,2017/18,,,,,,,3165.0,6506.0,,,,,,,,,,,,0.9375,0.929203539823,0.6,0.13,250.0,88.0,161.0,300.0
48 Solano,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,20387.0,37788.0,,,,,,,,,,,,0.978802992519,0.96,0.25,0.0347,1294.0,462.0,1888.0,3833.0
49 Sonoma,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,16488.0,28908.0,,,,,,,,,,,,0.965020576132,0.489583333333,0.6,0.13,865.0,375.0,2516.0,5297.0
50 Stanislaus,C-IV,February,2018.0,2018.0,2017/18,,,,,,,37759.0,79077.0,,,,,,,,,,,,0.978463329453,0.930352536543,0.667,0.0625,2647.0,648.0,3846.0,8694.0
51 Sutter,C-IV,February,2018.0,2018.0,2017/18,,,,,,,5348.0,12267.0,,,,,,,,,,,,0.994623655914,0.963503649635,0.6,0.13,319.0,90.0,540.0,1229.0
52 Tehama,C-IV,February,2018.0,2018.0,2017/18,,,,,,,4126.0,8944.0,,,,,,,,,,,,0.877192982456,0.97247706422,0.6,0.13,339.0,64.0,387.0,862.0
53 Trinity,C-IV,February,2018.0,2018.0,2017/18,,,,,,,969.0,1655.0,,,,,,,,,,,,1.0,0.870967741935,0.6,0.13,88.0,9.0,30.0,44.0
54 Tulare,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,50651.0,117219.0,,,,,,,,,,,,0.991715976331,0.802884615385,0.167,0.038,2128.0,189.0,7529.0,17991.0
55 Tuolumne,C-IV,February,2018.0,2018.0,2017/18,,,,,,,2662.0,4669.0,,,,,,,,,,,,1.0,0.952380952381,0.6,0.13,234.0,1.0,78.0,120.0
56 Ventura,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,34044.0,67156.0,,,,,,,,,,,,0.977867203219,0.957805907173,0.2,0.0604,2663.0,627.0,5841.0,13638.0
57 Yolo,CalWIN,February,2018.0,2018.0,2017/18,,,,,,,10064.0,18382.0,,,,,,,,,,,,0.833001988072,0.856060606061,0.6,0.13,918.0,312.0,765.0,1562.0
58 Yuba,C-IV,February,2018.0,2018.0,2017/18,,,,,,,5981.0,12820.0,,,,,,,,,,,,0.992700729927,0.958333333333,0.6,0.13,389.0,65.0,431.0,918.0
00 Statewide,n/a,March,2018.0,2018.0,2017/18,227987.0,1731263.0,1988.0,16864.0,229975.0,1748127.0,1978102.0,4024067.0,584935.0,3395170.0,3980105.0,6627.0,37335.0,43962.0,591562.0,3432505.0,535739484.0,4811847.0,540551331.0,0.982957267936,0.924264941026,0.669,0.0705,144570.0,50419.0,262196.0,565291.0
01 Alameda,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,55632.0,103157.0,,,,,,,,,,,,0.984153742414,0.970873786408,0.909,0.0429,5220.0,1935.0,6042.0,11925.0
02 Alpine,C-IV,March,2018.0,2018.0,2017/18,,,,,,,80.0,147.0,,,,,,,,,,,,1.0,1.0,0.656,0.1728,3.0,0.0,*,*
03 Amador,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1558.0,2817.0,,,,,,,,,,,,0.986301369863,0.982142857143,0.656,0.1728,117.0,19.0,34.0,64.0
04 Butte,C-IV,March,2018.0,2018.0,2017/18,,,,,,,17067.0,30964.0,,,,,,,,,,,,0.909459459459,0.952107279693,0.656,0.1728,1401.0,640.0,761.0,1334.0
05 Calaveras,C-IV,March,2018.0,2018.0,2017/18,,,,,,,2783.0,5035.0,,,,,,,,,,,,0.977272727273,0.95652173913,0.656,0.1728,193.0,51.0,56.0,103.0
06 Colusa,C-IV,March,2018.0,2018.0,2017/18,,,,,,,697.0,1498.0,,,,,,,,,,,,0.970588235294,0.961538461538,0.656,0.1728,56.0,10.0,102.0,244.0
07 Contra Costa,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,30919.0,61341.0,,,,,,,,,,,,0.983050847458,0.979087452471,0.833,0.0326,2370.0,981.0,4102.0,8326.0
08 Del Norte,C-IV,March,2018.0,2018.0,2017/18,,,,,,,2576.0,5137.0,,,,,,,,,,,,0.99,0.921052631579,0.656,0.1728,169.0,24.0,102.0,179.0
09 El Dorado,C-IV,March,2018.0,2018.0,2017/18,,,,,,,6531.0,11288.0,,,,,,,,,,,,0.975609756098,0.985239852399,0.656,0.1728,601.0,130.0,338.0,690.0
10 Fresno,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,94887.0,217902.0,,,,,,,,,,,,0.931705899448,0.642553191489,0.588,0.052,4877.0,2038.0,12437.0,28403.0
11 Glenn,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1487.0,3379.0,,,,,,,,,,,,1.0,0.980392156863,0.656,0.1728,109.0,22.0,163.0,336.0
12 Humboldt,C-IV,March,2018.0,2018.0,2017/18,,,,,,,11956.0,19931.0,,,,,,,,,,,,0.97754491018,0.974537037037,0.656,0.1728,1146.0,283.0,473.0,902.0
13 Imperial,C-IV,March,2018.0,2018.0,2017/18,,,,,,,16881.0,40017.0,,,,,,,,,,,,0.974512743628,0.929864253394,0.656,0.1728,1018.0,126.0,833.0,1686.0
14 Inyo,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1036.0,1981.0,,,,,,,,,,,,1.0,0.903225806452,0.656,0.1728,59.0,1.0,53.0,111.0
15 Kern,C-IV,March,2018.0,2018.0,2017/18,,,,,,,68132.0,156958.0,,,,,,,,,,,,0.9850701702,0.941734417344,0.4,0.0237,5186.0,1493.0,9496.0,22133.0
16 Kings,C-IV,March,2018.0,2018.0,2017/18,,,,,,,10700.0,23929.0,,,,,,,,,,,,0.997950819672,0.947214076246,0.656,0.1728,756.0,127.0,1195.0,2867.0
17 Lake,C-IV,March,2018.0,2018.0,2017/18,,,,,,,6313.0,11533.0,,,,,,,,,,,,0.913357400722,0.848648648649,0.656,0.1728,411.0,68.0,350.0,682.0
18 Lassen,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1544.0,3053.0,,,,,,,,,,,,0.905882352941,0.862745098039,0.656,0.1728,128.0,24.0,75.0,143.0
19 Los Angeles,LRS,March,2018.0,2018.0,2017/18,,,,,,,553466.0,1086313.0,,,,,,,,,,,,0.992202176302,0.927189086294,0.78,0.095,39780.0,16864.0,87846.0,182708.0
20 Madera,C-IV,March,2018.0,2018.0,2017/18,,,,,,,11404.0,27446.0,,,,,,,,,,,,0.995073891626,0.988805970149,0.656,0.1728,588.0,75.0,2534.0,6224.0
21 Marin,C-IV,March,2018.0,2018.0,2017/18,,,,,,,6030.0,9849.0,,,,,,,,,,,,0.974637681159,0.888268156425,0.656,0.1728,439.0,130.0,1066.0,1956.0
22 Mariposa,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1041.0,1903.0,,,,,,,,,,,,0.941176470588,1.0,0.656,0.1728,55.0,13.0,24.0,42.0
23 Mendocino,C-IV,March,2018.0,2018.0,2017/18,,,,,,,6240.0,11568.0,,,,,,,,,,,,0.914666666667,0.90671641791,0.656,0.1728,482.0,64.0,468.0,1056.0
24 Merced,C-IV,March,2018.0,2018.0,2017/18,,,,,,,23268.0,53212.0,,,,,,,,,,,,0.99433106576,0.982919254658,1.0,0.0297,1417.0,292.0,3204.0,7550.0
25 Modoc,C-IV,March,2018.0,2018.0,2017/18,,,,,,,597.0,1214.0,,,,,,,,,,,,0.96875,0.95,0.656,0.1728,37.0,3.0,36.0,62.0
26 Mono,C-IV,March,2018.0,2018.0,2017/18,,,,,,,395.0,686.0,,,,,,,,,,,,1.0,1.0,0.656,0.1728,34.0,6.0,51.0,108.0
27 Monterey,C-IV,March,2018.0,2018.0,2017/18,,,,,,,21615.0,48150.0,,,,,,,,,,,,0.991404011461,0.953448275862,0.333,0.0486,1631.0,490.0,6882.0,16130.0
28 Napa,C-IV,March,2018.0,2018.0,2017/18,,,,,,,3052.0,6089.0,,,,,,,,,,,,0.974576271186,0.897058823529,0.656,0.1728,251.0,63.0,606.0,1334.0
29 Nevada,C-IV,March,2018.0,2018.0,2017/18,,,,,,,4087.0,6988.0,,,,,,,,,,,,0.88768115942,0.745945945946,0.656,0.1728,434.0,167.0,113.0,197.0
30 Orange,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,112044.0,224545.0,,,,,,,,,,,,0.992060175512,0.993755575379,0.632,0.0795,7473.0,2462.0,22084.0,48909.0
31 Placer,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,8486.0,15477.0,,,,,,,,,,,,1.0,0.905982905983,0.656,0.1728,599.0,302.0,531.0,1129.0
32 Plumas,C-IV,March,2018.0,2018.0,2017/18,,,,,,,1209.0,2206.0,,,,,,,,,,,,1.0,0.861111111111,0.656,0.1728,86.0,18.0,41.0,77.0
33 Riverside,C-IV,March,2018.0,2018.0,2017/18,,,,,,,117832.0,256978.0,,,,,,,,,,,,0.991915773642,0.92242703533,0.688,0.034,9365.0,2862.0,12424.0,28737.0
34 Sacramento,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,95602.0,199742.0,,,,,,,,,,,,0.993619631902,0.887361184558,0.667,0.0664,7735.0,2701.0,7342.0,14929.0
35 San Benito,C-IV,March,2018.0,2018.0,2017/18,,,,,,,2155.0,4716.0,,,,,,,,,,,,0.989690721649,0.940298507463,0.656,0.1728,147.0,39.0,287.0,697.0
36 San Bernardino,C-IV,March,2018.0,2018.0,2017/18,,,,,,,158837.0,343226.0,,,,,,,,,,,,0.992159937279,0.947932917317,0.571,0.0393,10851.0,3099.0,16494.0,36159.0
37 San Diego,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,132723.0,261612.0,,,,,,,,,,,,0.984796541959,0.963213530655,0.69,0.0466,11576.0,5058.0,12444.0,25976.0
38 San Francisco,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,33145.0,49118.0,,,,,,,,,,,,0.980089916506,0.705621301775,0.4,0.0673,3019.0,1105.0,3257.0,5400.0
39 San Joaquin,C-IV,March,2018.0,2018.0,2017/18,,,,,,,46348.0,101545.0,,,,,,,,,,,,0.982555156491,0.918577075099,0.571,0.0157,3039.0,1089.0,5660.0,12418.0
40 San Luis Obispo,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,9476.0,16328.0,,,,,,,,,,,,0.977011494253,0.950617283951,0.656,0.1728,748.0,206.0,955.0,2073.0
41 San Mateo,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,12879.0,24322.0,,,,,,,,,,,,0.982352941176,0.92032967033,0.656,0.1728,1041.0,326.0,2639.0,5345.0
42 Santa Barbara,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,20595.0,40497.0,,,,,,,,,,,,0.914115646259,0.929712460064,0.656,0.1728,1691.0,758.0,4675.0,10923.0
43 Santa Clara,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,44303.0,84476.0,,,,,,,,,,,,0.993033565548,0.968858131488,0.714,0.077,2881.0,801.0,7279.0,15187.0
44 Santa Cruz,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,14858.0,26186.0,,,,,,,,,,,,0.971471471471,0.987755102041,0.656,0.1728,1136.0,494.0,2282.0,4944.0
45 Shasta,C-IV,March,2018.0,2018.0,2017/18,,,,,,,12322.0,22929.0,,,,,,,,,,,,0.931552587646,0.961206896552,0.656,0.1728,1103.0,257.0,498.0,818.0
46 Sierra,C-IV,March,2018.0,2018.0,2017/18,,,,,,,147.0,241.0,,,,,,,,,,,,1.0,1.0,0.656,0.1728,11.0,1.0,*,*
47 Siskiyou,C-IV,March,2018.0,2018.0,2017/18,,,,,,,3192.0,6514.0,,,,,,,,,,,,0.964788732394,0.926605504587,0.656,0.1728,224.0,63.0,161.0,297.0
48 Solano,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,20539.0,37878.0,,,,,,,,,,,,0.975065616798,0.949425287356,0.4,0.0301,1475.0,438.0,1847.0,3757.0
49 Sonoma,CalWIN,March,2018.0,2018.0,2017/18,,,,,,,16662.0,28991.0,,,,,,,,,,,,0.951690821256,0.532051282051,0.656,0.1728,1041.0,121.0,2506.0,5268.0
50 Stanislaus,C-IV,March,2018.0,2018.0,2017/18,,,,,,,37905.0,79038.0,,,,,,,,,,,,0.971596998928,0.955429497569,0.667,0.0545,2803.0,653.0,3796.0,8548.0
51 Sutter,C-IV,March,2018.0,2018.0,2017/18,,,,,,,5315.0,12152.0,,,,,,,,,,,,0.994871794872,0.981927710843,0.656,0.1728,346.0,100.0,533.0,1209.0
52 Tehama,C-IV,March,2018.0,2018.0,2017/18,,,,,,,4187.0,9032.0,,,,,,,,,,,,0.942583732057,0.960526315789,0.656,0.1728,433.0,71.0,391.0,867.0
