,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,MEDS,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP
,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,CF_HHs,CF_Persons,MC_Enrollment,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate
49 Sonoma,CalWIN,March,2017.0,2017.0,2016/17,17574.0,31052.0,129587.0,0.950690335306,0.845965770171,0.273,0.1
50 Stanislaus,C-IV,March,2017.0,2017.0,2016/17,40126.0,84285.0,250148.0,0.95390070922,0.932785660941,0.667,0.0607
51 Sutter,C-IV,March,2017.0,2017.0,2016/17,5693.0,13063.0,42996.0,0.954356846473,0.891304347826,0.273,0.1
52 Tehama,C-IV,March,2017.0,2017.0,2016/17,4344.0,9368.0,27392.0,0.941176470588,0.927710843373,0.273,0.1
53 Trinity,C-IV,March,2017.0,2017.0,2016/17,964.0,1703.0,4974.0,0.920634920635,0.520833333333,0.273,0.1
54 Tulare,CalWIN,March,2017.0,2017.0,2016/17,52114.0,121374.0,258497.0,0.983942414175,0.950201884253,0.4,0.0368
55 Tuolumne,C-IV,March,2017.0,2017.0,2016/17,2959.0,5187.0,14309.0,0.960264900662,0.990196078431,0.273,0.1
56 Ventura,CalWIN,March,2017.0,2017.0,2016/17,36304.0,72699.0,239478.0,0.987377279102,0.959537572254,0.222,0.0627
57 Yolo,CalWIN,March,2017.0,2017.0,2016/17,10119.0,19606.0,59956.0,0.906066536204,0.944680851064,0.273,0.1
58 Yuba,C-IV,March,2017.0,2017.0,2016/17,5932.0,12835.0,32971.0,0.993442622951,0.983935742972,0.273,0.1
00 National Avg*,n/a,April,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,April,2017.0,2017.0,2016/17,1987453.0,4117494.0,13457559.0,0.98531592043,0.940363407205,0.392,0.0693
01 Alameda,CalWIN,April,2017.0,2017.0,2016/17,56804.0,108049.0,436540.0,n/a,n/a,0.533,0.0432
02 Alpine,C-IV,April,2017.0,2017.0,2016/17,84.0,143.0,342.0,1.0,1.0,0.3,0.0939
03 Amador,C-IV,April,2017.0,2017.0,2016/17,1673.0,3078.0,8368.0,1.0,0.972222222222,0.3,0.0939
04 Butte,C-IV,April,2017.0,2017.0,2016/17,16636.0,30944.0,83336.0,0.874338624339,0.951940850277,0.3,0.0939
05 Calaveras,C-IV,April,2017.0,2017.0,2016/17,2808.0,5089.0,12263.0,1.0,0.940476190476,0.3,0.0939
06 Colusa,C-IV,April,2017.0,2017.0,2016/17,703.0,1649.0,9149.0,1.0,0.944444444444,0.3,0.0939
07 Contra Costa,CalWIN,April,2017.0,2017.0,2016/17,31281.0,62475.0,274098.0,0.969631236443,0.99128540305,0.273,0.0618
08 Del Norte,C-IV,April,2017.0,2017.0,2016/17,2563.0,5269.0,11972.0,0.979797979798,0.882352941176,0.3,0.0939
09 El Dorado,C-IV,April,2017.0,2017.0,2016/17,6841.0,12170.0,38974.0,1.0,0.987341772152,0.3,0.0939
10 Fresno,CalWIN,April,2017.0,2017.0,2016/17,89544.0,207862.0,495079.0,0.978436657682,0.967809657103,0.464,0.0387
11 Glenn,C-IV,April,2017.0,2017.0,2016/17,1507.0,3459.0,12498.0,0.947368421053,0.933333333333,0.3,0.0939
12 Humboldt,C-IV,April,2017.0,2017.0,2016/17,12167.0,20525.0,56138.0,0.998211091234,0.970802919708,0.3,0.0939
13 Imperial,C-IV,April,2017.0,2017.0,2016/17,17081.0,41323.0,95205.0,0.985611510791,0.942093541203,0.3,0.0939
14 Inyo,C-IV,April,2017.0,2017.0,2016/17,1040.0,1988.0,5666.0,0.983606557377,0.926829268293,0.3,0.0939
15 Kern,C-IV,April,2017.0,2017.0,2016/17,69111.0,160813.0,416276.0,0.988471673254,0.930277913213,0.267,0.0219
16 Kings,C-IV,April,2017.0,2017.0,2016/17,10690.0,24293.0,57726.0,0.993890020367,0.958702064897,0.3,0.0939
17 Lake,C-IV,April,2017.0,2017.0,2016/17,6428.0,12001.0,32671.0,0.953642384106,0.933673469388,0.3,0.0939
18 Lassen,C-IV,April,2017.0,2017.0,2016/17,1576.0,3123.0,8079.0,0.911392405063,0.894736842105,0.3,0.0939
19 Los Angeles,LRS,April,2017.0,2017.0,2016/17,530579.0,1067896.0,4005677.0,0.989083608683,0.906644454411,0.445,0.1192
20 Madera,C-IV,April,2017.0,2017.0,2016/17,11665.0,28309.0,70773.0,0.996794871795,0.995348837209,0.3,0.0939
21 Marin,C-IV,April,2017.0,2017.0,2016/17,5945.0,9827.0,47533.0,0.989208633094,0.954285714286,0.3,0.0939
22 Mariposa,C-IV,April,2017.0,2017.0,2016/17,1014.0,1834.0,4786.0,0.795454545455,0.607142857143,0.3,0.0939
23 Mendocino,C-IV,April,2017.0,2017.0,2016/17,6184.0,11667.0,41619.0,0.923076923077,0.939130434783,0.3,0.0939
24 Merced,C-IV,April,2017.0,2017.0,2016/17,23754.0,54979.0,140332.0,0.984293193717,0.958801498127,0.0,0.018
25 Modoc,C-IV,April,2017.0,2017.0,2016/17,550.0,1180.0,3219.0,0.96,1.0,0.3,0.0939
26 Mono,C-IV,April,2017.0,2017.0,2016/17,406.0,668.0,3798.0,1.0,1.0,0.3,0.0939
27 Monterey,C-IV,April,2017.0,2017.0,2016/17,22959.0,51364.0,187233.0,0.998614958449,0.968539325843,0.25,0.0139
28 Napa,C-IV,April,2017.0,2017.0,2016/17,3303.0,6648.0,32862.0,0.94776119403,0.987654320988,0.3,0.0939
29 Nevada,C-IV,April,2017.0,2017.0,2016/17,4129.0,7204.0,25067.0,0.756097560976,0.838235294118,0.3,0.0939
30 Orange,CalWIN,April,2017.0,2017.0,2016/17,116202.0,237017.0,901157.0,0.99169921875,0.992557150452,0.375,0.0745
31 Placer,CalWIN,April,2017.0,2017.0,2016/17,9127.0,16262.0,63263.0,1.0,0.912568306011,0.3,0.0939
32 Plumas,C-IV,April,2017.0,2017.0,2016/17,1161.0,2111.0,6456.0,0.959183673469,0.785714285714,0.3,0.0939
33 Riverside,C-IV,April,2017.0,2017.0,2016/17,121906.0,269828.0,841605.0,0.996180290298,0.955691164765,0.286,0.0466
34 Sacramento,CalWIN,April,2017.0,2017.0,2016/17,98716.0,207187.0,559088.0,0.992898115269,0.996176952485,0.448,0.0582
35 San Benito,C-IV,April,2017.0,2017.0,2016/17,2328.0,5186.0,19047.0,0.989583333333,0.944444444444,0.3,0.0939
36 San Bernardino,C-IV,April,2017.0,2017.0,2016/17,166689.0,363995.0,886737.0,0.994615384615,0.956513727658,0.306,0.0329
37 San Diego,CalWIN,April,2017.0,2017.0,2016/17,133422.0,269370.0,897009.0,0.981163744871,0.969947735192,0.444,0.0211
38 San Francisco,CalWIN,April,2017.0,2017.0,2016/17,33742.0,50721.0,223347.0,0.984049930652,0.95197740113,0.25,0.0768
39 San Joaquin,C-IV,April,2017.0,2017.0,2016/17,48854.0,108793.0,299410.0,0.978591549296,0.929809358752,0.111,0.0464
40 San Luis Obispo,CalWIN,April,2017.0,2017.0,2016/17,9640.0,17301.0,61303.0,0.975138121547,0.986363636364,0.3,0.0939
41 San Mateo,CalWIN,April,2017.0,2017.0,2016/17,13730.0,26516.0,152784.0,0.985626283368,0.876876876877,0.3,0.0939
42 Santa Barbara,CalWIN,April,2017.0,2017.0,2016/17,19162.0,39691.0,148277.0,0.989010989011,0.935593220339,0.3,0.0939
43 Santa Clara,CalWIN,April,2017.0,2017.0,2016/17,47911.0,93542.0,438029.0,0.98987854251,0.963963963964,0.385,0.0419
44 Santa Cruz,CalWIN,April,2017.0,2017.0,2016/17,14861.0,26905.0,79060.0,0.969818913481,0.990783410138,0.3,0.0939
45 Shasta,C-IV,April,2017.0,2017.0,2016/17,12427.0,23176.0,63914.0,0.95652173913,0.977099236641,0.3,0.0939
46 Sierra,C-IV,April,2017.0,2017.0,2016/17,164.0,275.0,844.0,1.0,1.0,0.3,0.0939
47 Siskiyou,C-IV,April,2017.0,2017.0,2016/17,3138.0,6553.0,19120.0,0.990384615385,0.821428571429,0.3,0.0939
48 Solano,CalWIN,April,2017.0,2017.0,2016/17,21060.0,39724.0,123363.0,0.979010494753,0.983516483516,0.571,0.0065
49 Sonoma,CalWIN,April,2017.0,2017.0,2016/17,17375.0,30719.0,129336.0,0.984732824427,0.894444444444,0.3,0.0939
50 Stanislaus,C-IV,April,2017.0,2017.0,2016/17,39798.0,83375.0,249561.0,0.965577596266,0.947811447811,0.714,0.0505
51 Sutter,C-IV,April,2017.0,2017.0,2016/17,5660.0,12998.0,43128.0,0.995555555556,0.95652173913,0.3,0.0939
52 Tehama,C-IV,April,2017.0,2017.0,2016/17,4307.0,9341.0,27406.0,0.96,0.961538461538,0.3,0.0939
53 Trinity,C-IV,April,2017.0,2017.0,2016/17,979.0,1742.0,4973.0,0.927272727273,0.651162790698,0.3,0.0939
54 Tulare,CalWIN,April,2017.0,2017.0,2016/17,51520.0,120321.0,257933.0,0.988724453841,0.927357032457,0.364,0.0429
55 Tuolumne,C-IV,April,2017.0,2017.0,2016/17,2909.0,5112.0,14315.0,0.96875,0.945054945055,0.3,0.0939
56 Ventura,CalWIN,April,2017.0,2017.0,2016/17,35650.0,71562.0,237256.0,0.989103101425,0.968253968254,0.182,0.0605
57 Yolo,CalWIN,April,2017.0,2017.0,2016/17,10043.0,19513.0,59643.0,0.943243243243,0.928571428571,0.3,0.0939
58 Yuba,C-IV,April,2017.0,2017.0,2016/17,5947.0,12829.0,32916.0,0.989130434783,0.972972972973,0.3,0.0939
00 National Avg*,n/a,May,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,May,2017.0,2017.0,2016/17,1987219.0,4104105.0,13415404.0,0.987035683282,0.94105784743,0.39,0.0686
01 Alameda,CalWIN,May,2017.0,2017.0,2016/17,57144.0,107958.0,434314.0,n/a,n/a,0.471,0.0382
02 Alpine,C-IV,May,2017.0,2017.0,2016/17,79.0,143.0,329.0,1.0,1.0,0.323,0.0802
03 Amador,C-IV,May,2017.0,2017.0,2016/17,1667.0,3047.0,8228.0,0.975308641975,0.962264150943,0.323,0.0802
04 Butte,C-IV,May,2017.0,2017.0,2016/17,16759.0,31054.0,83040.0,0.922588832487,0.954296160878,0.323,0.0802
05 Calaveras,C-IV,May,2017.0,2017.0,2016/17,2791.0,5034.0,12135.0,0.992481203008,0.931034482759,0.323,0.0802
06 Colusa,C-IV,May,2017.0,2017.0,2016/17,707.0,1627.0,9131.0,0.939393939394,0.96,0.323,0.0802
07 Contra Costa,CalWIN,May,2017.0,2017.0,2016/17,31358.0,62579.0,273705.0,0.964847363552,0.990059642147,0.333,0.0527
08 Del Norte,C-IV,May,2017.0,2017.0,2016/17,2566.0,5291.0,11981.0,0.988764044944,0.949152542373,0.323,0.0802
09 El Dorado,C-IV,May,2017.0,2017.0,2016/17,6874.0,12212.0,38964.0,1.0,0.993079584775,0.323,0.0802
10 Fresno,CalWIN,May,2017.0,2017.0,2016/17,88937.0,206365.0,494200.0,0.964323560579,0.969676549865,0.419,0.0361
11 Glenn,C-IV,May,2017.0,2017.0,2016/17,1494.0,3421.0,12388.0,0.982142857143,1.0,0.323,0.0802
12 Humboldt,C-IV,May,2017.0,2017.0,2016/17,12181.0,20534.0,55772.0,0.993138936535,0.96976744186,0.323,0.0802
13 Imperial,C-IV,May,2017.0,2017.0,2016/17,17079.0,41403.0,95028.0,0.970711297071,0.9475,0.323,0.0802
14 Inyo,C-IV,May,2017.0,2017.0,2016/17,1042.0,1984.0,5593.0,1.0,0.878048780488,0.323,0.0802
15 Kern,C-IV,May,2017.0,2017.0,2016/17,68976.0,160000.0,416774.0,0.992307692308,0.925152306353,0.235,0.0196
16 Kings,C-IV,May,2017.0,2017.0,2016/17,10578.0,24005.0,57664.0,0.99609375,0.957627118644,0.323,0.0802
17 Lake,C-IV,May,2017.0,2017.0,2016/17,6430.0,11944.0,32616.0,0.946127946128,0.96875,0.323,0.0802
18 Lassen,C-IV,May,2017.0,2017.0,2016/17,1579.0,3127.0,8064.0,0.935064935065,0.804347826087,0.323,0.0802
19 Los Angeles,LRS,May,2017.0,2017.0,2016/17,531634.0,1067719.0,3986966.0,0.990412979351,0.917146144994,0.455,0.1206
20 Madera,C-IV,May,2017.0,2017.0,2016/17,11645.0,28249.0,70507.0,0.992610837438,0.948412698413,0.323,0.0802
21 Marin,C-IV,May,2017.0,2017.0,2016/17,5980.0,9845.0,47492.0,0.981538461538,0.919282511211,0.323,0.0802
22 Mariposa,C-IV,May,2017.0,2017.0,2016/17,1006.0,1795.0,4791.0,0.878048780488,0.538461538462,0.323,0.0802
23 Mendocino,C-IV,May,2017.0,2017.0,2016/17,6264.0,11807.0,41381.0,0.938725490196,0.930147058824,0.323,0.0802
24 Merced,C-IV,May,2017.0,2017.0,2016/17,23752.0,55013.0,140375.0,0.993220338983,0.965289256198,0.0,0.0194
25 Modoc,C-IV,May,2017.0,2017.0,2016/17,547.0,1156.0,3200.0,0.961538461538,0.894736842105,0.323,0.0802
26 Mono,C-IV,May,2017.0,2017.0,2016/17,400.0,676.0,3762.0,1.0,0.925925925926,0.323,0.0802
27 Monterey,C-IV,May,2017.0,2017.0,2016/17,22224.0,49320.0,187277.0,0.996539792388,0.972222222222,0.2,0.0237
28 Napa,C-IV,May,2017.0,2017.0,2016/17,3274.0,6535.0,32647.0,0.941747572816,0.939393939394,0.323,0.0802
29 Nevada,C-IV,May,2017.0,2017.0,2016/17,4157.0,7198.0,25055.0,0.892018779343,0.826923076923,0.323,0.0802
30 Orange,CalWIN,May,2017.0,2017.0,2016/17,116316.0,235714.0,897865.0,0.995553673513,0.990410958904,0.361,0.068
31 Placer,CalWIN,May,2017.0,2017.0,2016/17,8719.0,16171.0,62968.0,1.0,0.912820512821,0.323,0.0802
32 Plumas,C-IV,May,2017.0,2017.0,2016/17,1168.0,2184.0,6445.0,0.959183673469,0.870967741935,0.323,0.0802
33 Riverside,C-IV,May,2017.0,2017.0,2016/17,122242.0,269902.0,839840.0,0.996907552083,0.945127504554,0.323,0.0554
34 Sacramento,CalWIN,May,2017.0,2017.0,2016/17,98777.0,206532.0,557931.0,0.993506493506,0.992311635059,0.469,0.0525
35 San Benito,C-IV,May,2017.0,2017.0,2016/17,2289.0,5113.0,18959.0,0.988636363636,0.95,0.323,0.0802
36 San Bernardino,C-IV,May,2017.0,2017.0,2016/17,166644.0,363035.0,887197.0,0.995608966952,0.951577526573,0.275,0.0333
37 San Diego,CalWIN,May,2017.0,2017.0,2016/17,133562.0,268428.0,896503.0,0.980679546969,0.970860314524,0.431,0.0218
38 San Francisco,CalWIN,May,2017.0,2017.0,2016/17,34069.0,50907.0,222739.0,0.990112063283,0.933158584535,0.333,0.0757
39 San Joaquin,C-IV,May,2017.0,2017.0,2016/17,48782.0,108347.0,298633.0,0.984087518647,0.926365795724,0.091,0.0413
40 San Luis Obispo,CalWIN,May,2017.0,2017.0,2016/17,9671.0,17216.0,60972.0,0.976744186047,0.97265625,0.323,0.0802
41 San Mateo,CalWIN,May,2017.0,2017.0,2016/17,13714.0,26382.0,152055.0,0.975238095238,0.876876876877,0.323,0.0802
42 Santa Barbara,CalWIN,May,2017.0,2017.0,2016/17,18905.0,38800.0,148091.0,0.975247524752,0.945337620579,0.323,0.0802
43 Santa Clara,CalWIN,May,2017.0,2017.0,2016/17,47569.0,92733.0,433411.0,0.99266951741,0.98381294964,0.357,0.0394
44 Santa Cruz,CalWIN,May,2017.0,2017.0,2016/17,14839.0,26721.0,78922.0,0.977099236641,0.982683982684,0.323,0.0802
45 Shasta,C-IV,May,2017.0,2017.0,2016/17,12419.0,23195.0,63674.0,0.944153577661,0.980392156863,0.323,0.0802
46 Sierra,C-IV,May,2017.0,2017.0,2016/17,162.0,266.0,827.0,1.0,1.0,0.323,0.0802
47 Siskiyou,C-IV,May,2017.0,2017.0,2016/17,3116.0,6490.0,19070.0,0.992700729927,0.887755102041,0.323,0.0802
48 Solano,CalWIN,May,2017.0,2017.0,2016/17,21136.0,39676.0,122467.0,0.96511627907,0.958904109589,0.5,0.0057
49 Sonoma,CalWIN,May,2017.0,2017.0,2016/17,17348.0,30594.0,129065.0,0.979545454545,0.885085574572,0.323,0.0802
50 Stanislaus,C-IV,May,2017.0,2017.0,2016/17,39732.0,83137.0,249878.0,0.987124463519,0.942519019442,0.556,0.0487
51 Sutter,C-IV,May,2017.0,2017.0,2016/17,5609.0,12819.0,43023.0,0.984693877551,0.965753424658,0.323,0.0802
52 Tehama,C-IV,May,2017.0,2017.0,2016/17,4341.0,9396.0,27326.0,0.94623655914,0.937062937063,0.323,0.0802
53 Trinity,C-IV,May,2017.0,2017.0,2016/17,968.0,1716.0,4935.0,0.981132075472,0.75,0.323,0.0802
54 Tulare,CalWIN,May,2017.0,2017.0,2016/17,51369.0,119304.0,257385.0,0.990531299316,0.923392612859,0.385,0.0457
55 Tuolumne,C-IV,May,2017.0,2017.0,2016/17,2921.0,5122.0,14217.0,0.993421052632,0.913461538462,0.323,0.0802
56 Ventura,CalWIN,May,2017.0,2017.0,2016/17,35666.0,70912.0,235529.0,0.993308550186,0.959595959596,0.167,0.0658
57 Yolo,CalWIN,May,2017.0,2017.0,2016/17,10091.0,19311.0,59378.0,0.902380952381,0.972440944882,0.323,0.0802
58 Yuba,C-IV,May,2017.0,2017.0,2016/17,5951.0,12941.0,32720.0,0.996539792388,0.953917050691,0.323,0.0802
00 National Avg*,n/a,June,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,June,2017.0,2017.0,2016/17,1983127.0,4093488.0,13374019.0,0.987069541587,0.942777974076,0.395,0.0646
01 Alameda,CalWIN,June,2017.0,2017.0,2016/17,57141.0,108000.0,433661.0,n/a,n/a,0.444,0.0335
02 Alpine,C-IV,June,2017.0,2017.0,2016/17,79.0,139.0,324.0,1.0,1.0,0.318,0.0646
03 Amador,C-IV,June,2017.0,2017.0,2016/17,1653.0,3006.0,8205.0,0.935064935065,0.964285714286,0.318,0.0646
04 Butte,C-IV,June,2017.0,2017.0,2016/17,16843.0,31147.0,82928.0,0.940860215054,0.968518518519,0.318,0.0646
05 Calaveras,C-IV,June,2017.0,2017.0,2016/17,2807.0,5046.0,12128.0,1.0,0.932692307692,0.318,0.0646
06 Colusa,C-IV,June,2017.0,2017.0,2016/17,701.0,1586.0,9084.0,0.958333333333,0.933333333333,0.318,0.0646
07 Contra Costa,CalWIN,June,2017.0,2017.0,2016/17,31398.0,62682.0,272161.0,0.980483271375,0.991983967936,0.333,0.0584
08 Del Norte,C-IV,June,2017.0,2017.0,2016/17,2586.0,5313.0,11959.0,1.0,0.955882352941,0.318,0.0646
09 El Dorado,C-IV,June,2017.0,2017.0,2016/17,6914.0,12254.0,39088.0,0.994832041344,0.989130434783,0.318,0.0646
10 Fresno,CalWIN,June,2017.0,2017.0,2016/17,88492.0,205269.0,493344.0,0.955437312936,0.967741935484,0.424,0.0358
11 Glenn,C-IV,June,2017.0,2017.0,2016/17,1502.0,3424.0,12395.0,0.978723404255,0.958904109589,0.318,0.0646
12 Humboldt,C-IV,June,2017.0,2017.0,2016/17,12156.0,20524.0,55564.0,0.996428571429,0.968899521531,0.318,0.0646
13 Imperial,C-IV,June,2017.0,2017.0,2016/17,17175.0,41625.0,94911.0,0.975734355045,0.953191489362,0.318,0.0646
14 Inyo,C-IV,June,2017.0,2017.0,2016/17,1018.0,1942.0,5515.0,1.0,0.787878787879,0.318,0.0646
15 Kern,C-IV,June,2017.0,2017.0,2016/17,69012.0,160089.0,415266.0,0.990534521158,0.939050936003,0.235,0.0174
16 Kings,C-IV,June,2017.0,2017.0,2016/17,10610.0,23969.0,57594.0,0.994736842105,0.954198473282,0.318,0.0646
17 Lake,C-IV,June,2017.0,2017.0,2016/17,6388.0,11854.0,32703.0,0.928838951311,0.892045454545,0.318,0.0646
18 Lassen,C-IV,June,2017.0,2017.0,2016/17,1598.0,3162.0,8061.0,0.857142857143,0.788732394366,0.318,0.0646
19 Los Angeles,LRS,June,2017.0,2017.0,2016/17,531794.0,1068841.0,3975793.0,0.991079116867,0.916999029859,0.463,0.115
20 Madera,C-IV,June,2017.0,2017.0,2016/17,11544.0,27982.0,70476.0,0.994858611825,0.979253112033,0.318,0.0646
21 Marin,C-IV,June,2017.0,2017.0,2016/17,5942.0,9819.0,47647.0,0.974452554745,0.966480446927,0.318,0.0646
22 Mariposa,C-IV,June,2017.0,2017.0,2016/17,1026.0,1835.0,4796.0,0.8,0.758620689655,0.318,0.0646
23 Mendocino,C-IV,June,2017.0,2017.0,2016/17,6329.0,11777.0,41512.0,0.945054945055,0.937254901961,0.318,0.0646
24 Merced,C-IV,June,2017.0,2017.0,2016/17,23660.0,54748.0,140318.0,0.99209039548,0.983948635634,0.0,0.0322
25 Modoc,C-IV,June,2017.0,2017.0,2016/17,537.0,1137.0,3176.0,1.0,1.0,0.318,0.0646
26 Mono,C-IV,June,2017.0,2017.0,2016/17,399.0,679.0,3734.0,0.978723404255,0.967741935484,0.318,0.0646
27 Monterey,C-IV,June,2017.0,2017.0,2016/17,21073.0,46439.0,186385.0,0.996511627907,0.953722334004,0.333,0.03
28 Napa,C-IV,June,2017.0,2017.0,2016/17,3222.0,6398.0,32479.0,0.9765625,0.956043956044,0.318,0.0646
29 Nevada,C-IV,June,2017.0,2017.0,2016/17,4148.0,7119.0,25057.0,0.862244897959,0.85401459854,0.318,0.0646
30 Orange,CalWIN,June,2017.0,2017.0,2016/17,116037.0,234962.0,895828.0,0.997804829375,0.998094512195,0.368,0.0629
31 Placer,CalWIN,June,2017.0,2017.0,2016/17,8726.0,16164.0,62504.0,1.0,0.909547738693,0.318,0.0646
32 Plumas,C-IV,June,2017.0,2017.0,2016/17,1135.0,2071.0,6475.0,0.928571428571,0.884615384615,0.318,0.0646
33 Riverside,C-IV,June,2017.0,2017.0,2016/17,122275.0,269873.0,836681.0,0.996109607578,0.930611281567,0.344,0.0495
34 Sacramento,CalWIN,June,2017.0,2017.0,2016/17,98582.0,206394.0,554468.0,0.993236714976,0.993493493493,0.471,0.0465
35 San Benito,C-IV,June,2017.0,2017.0,2016/17,2244.0,5021.0,18830.0,0.974358974359,0.981481481481,0.318,0.0646
36 San Bernardino,C-IV,June,2017.0,2017.0,2016/17,166694.0,363138.0,884331.0,0.992914391915,0.95762282627,0.286,0.0364
37 San Diego,CalWIN,June,2017.0,2017.0,2016/17,133304.0,267684.0,894693.0,0.98021760633,0.974190520882,0.415,0.0272
38 San Francisco,CalWIN,June,2017.0,2017.0,2016/17,34088.0,50807.0,221870.0,0.981645139361,0.915474642393,0.3,0.0747
39 San Joaquin,C-IV,June,2017.0,2017.0,2016/17,48610.0,107840.0,298445.0,0.981047381546,0.937073540561,0.083,0.0381
40 San Luis Obispo,CalWIN,June,2017.0,2017.0,2016/17,9608.0,17037.0,60671.0,0.97542997543,0.99604743083,0.318,0.0646
41 San Mateo,CalWIN,June,2017.0,2017.0,2016/17,13636.0,26186.0,151510.0,0.983333333333,0.876876876877,0.318,0.0646
42 Santa Barbara,CalWIN,June,2017.0,2017.0,2016/17,18503.0,37821.0,147481.0,0.984713375796,0.937716262976,0.318,0.0646
43 Santa Clara,CalWIN,June,2017.0,2017.0,2016/17,47284.0,92106.0,430757.0,0.991666666667,0.983576642336,0.4,0.0417
44 Santa Cruz,CalWIN,June,2017.0,2017.0,2016/17,14653.0,26228.0,78488.0,0.976133651551,0.983783783784,0.318,0.0646
45 Shasta,C-IV,June,2017.0,2017.0,2016/17,12457.0,23286.0,63347.0,0.952922077922,0.973509933775,0.318,0.0646
46 Sierra,C-IV,June,2017.0,2017.0,2016/17,167.0,275.0,834.0,1.0,1.0,0.318,0.0646
47 Siskiyou,C-IV,June,2017.0,2017.0,2016/17,3096.0,6406.0,18956.0,0.99173553719,0.864197530864,0.318,0.0646
48 Solano,CalWIN,June,2017.0,2017.0,2016/17,21025.0,39458.0,121535.0,0.983585858586,0.97641509434,0.5,0.005
49 Sonoma,CalWIN,June,2017.0,2017.0,2016/17,17326.0,30450.0,128323.0,0.991416309013,0.907692307692,0.318,0.0646
50 Stanislaus,C-IV,June,2017.0,2017.0,2016/17,39844.0,83142.0,249728.0,0.979402677652,0.95482388974,0.556,0.0432
51 Sutter,C-IV,June,2017.0,2017.0,2016/17,5558.0,12737.0,42815.0,0.981651376147,0.901840490798,0.318,0.0646
52 Tehama,C-IV,June,2017.0,2017.0,2016/17,4319.0,9386.0,27310.0,0.944751381215,0.947368421053,0.318,0.0646
53 Trinity,C-IV,June,2017.0,2017.0,2016/17,974.0,1706.0,4830.0,0.929824561404,0.756097560976,0.318,0.0646
54 Tulare,CalWIN,June,2017.0,2017.0,2016/17,50995.0,118132.0,256802.0,0.991118077325,0.935714285714,0.429,0.043
55 Tuolumne,C-IV,June,2017.0,2017.0,2016/17,2863.0,5039.0,14076.0,0.98347107438,0.913580246914,0.318,0.0646
56 Ventura,CalWIN,June,2017.0,2017.0,2016/17,35340.0,70075.0,234314.0,0.991466252909,0.962962962963,0.154,0.0895
57 Yolo,CalWIN,June,2017.0,2017.0,2016/17,10054.0,19272.0,59130.0,0.954148471616,0.969162995595,0.318,0.0646
58 Yuba,C-IV,June,2017.0,2017.0,2016/17,5983.0,12987.0,32723.0,1.0,0.972111553785,0.318,0.0646
00 National Avg*,n/a,July,2017.0,2017.0,2017/18,,,,,,0.254,0.054
00 Statewide,n/a,July,2017.0,2017.0,2017/18,1970777.0,4065857.0,13332791.0,0.986441029422,0.931332807867,0.385,0.0627
01 Alameda,CalWIN,July,2017.0,2017.0,2017/18,56864.0,107183.0,433021.0,n/a,n/a,0.421,0.0338
02 Alpine,C-IV,July,2017.0,2017.0,2017/18,76.0,138.0,317.0,1.0,1.0,0.296,0.0635
03 Amador,C-IV,July,2017.0,2017.0,2017/18,1649.0,2999.0,8197.0,0.943820224719,0.981818181818,0.296,0.0635
04 Butte,C-IV,July,2017.0,2017.0,2017/18,16651.0,30937.0,82969.0,0.921703296703,0.957773512476,0.296,0.0635
05 Calaveras,C-IV,July,2017.0,2017.0,2017/18,2785.0,4980.0,12062.0,0.969465648855,0.940476190476,0.296,0.0635
06 Colusa,C-IV,July,2017.0,2017.0,2017/18,687.0,1527.0,9093.0,1.0,1.0,0.296,0.0635
07 Contra Costa,CalWIN,July,2017.0,2017.0,2017/18,31242.0,62388.0,271180.0,0.976016684046,0.978155339806,0.333,0.0595
08 Del Norte,C-IV,July,2017.0,2017.0,2017/18,2564.0,5249.0,12019.0,0.988636363636,0.925373134328,0.296,0.0635
09 El Dorado,C-IV,July,2017.0,2017.0,2017/18,6817.0,12046.0,38830.0,0.996805111821,0.987068965517,0.296,0.0635
10 Fresno,CalWIN,July,2017.0,2017.0,2017/18,87986.0,203978.0,491981.0,0.974088291747,0.948490230906,0.4,0.0367
11 Glenn,C-IV,July,2017.0,2017.0,2017/18,1469.0,3359.0,12461.0,1.0,0.921052631579,0.296,0.0635
12 Humboldt,C-IV,July,2017.0,2017.0,2017/18,12014.0,20316.0,55401.0,0.992932862191,0.982800982801,0.296,0.0635
13 Imperial,C-IV,July,2017.0,2017.0,2017/18,17191.0,41667.0,94915.0,0.971534653465,0.944798301486,0.296,0.0635
14 Inyo,C-IV,July,2017.0,2017.0,2017/18,1012.0,1936.0,5505.0,0.983606557377,0.95652173913,0.296,0.0635
