,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
,,,,,,,,,,,,
The Sort & Filter Function allows for filtering data ,,,,,,,,,,,,
Data Sources:,,,,,,DFA 256,DFA 256,MEDS,CF 296,"DFA 296X prior to July 2016, then CF 296 ",Federal SNAPQCS,RADEP
,,,,,,,,,,,,
County,Consortium,Month,Calendar_Year,FFY,SFY,CF_HHs,CF_Persons,MC_Enrollment,Timeliness_30_day_Pct,Timeliness_Exped_Pct_Monthly,Negative_Error_Rate,Active_Error_Rate
23 Mendocino,C-IV,December,2016.0,2017.0,2016/17,6398.0,12051.0,40968.0,0.951768488746,0.947867298578,0.35,0.065
24 Merced,C-IV,December,2016.0,2017.0,2016/17,23674.0,54932.0,139914.0,0.950870010235,0.972222222222,0.0,0.0224
25 Modoc,C-IV,December,2016.0,2017.0,2016/17,535.0,1132.0,3222.0,1.0,1.0,0.35,0.065
26 Mono,C-IV,December,2016.0,2017.0,2016/17,473.0,800.0,3825.0,0.978723404255,0.870967741935,0.35,0.065
27 Monterey,C-IV,December,2016.0,2017.0,2016/17,21923.0,48778.0,184619.0,0.980113636364,0.942326490714,0.0,0.0238
28 Napa,C-IV,December,2016.0,2017.0,2016/17,3376.0,6904.0,33083.0,0.969696969697,0.825242718447,0.35,0.065
29 Nevada,C-IV,December,2016.0,2017.0,2016/17,4266.0,7392.0,24962.0,0.878947368421,0.742647058824,0.35,0.065
30 Orange,CalWIN,December,2016.0,2017.0,2016/17,120825.0,248297.0,916840.0,0.98593097384,0.993136219641,0.429,0.0648
31 Placer,CalWIN,December,2016.0,2017.0,2016/17,9017.0,17044.0,63858.0,1.0,0.980891719745,0.35,0.065
32 Plumas,C-IV,December,2016.0,2017.0,2016/17,1163.0,2100.0,6312.0,0.959459459459,0.9375,0.35,0.065
33 Riverside,C-IV,December,2016.0,2017.0,2016/17,126507.0,281279.0,846127.0,0.993986880466,0.933624903525,0.417,0.0521
34 Sacramento,CalWIN,December,2016.0,2017.0,2016/17,99968.0,210293.0,562382.0,0.993667803215,0.986643437863,0.308,0.0563
35 San Benito,C-IV,December,2016.0,2017.0,2016/17,2381.0,5290.0,18983.0,0.984848484848,1.0,0.35,0.065
36 San Bernardino,C-IV,December,2016.0,2017.0,2016/17,172876.0,378023.0,883641.0,0.995653891742,0.96005351682,0.333,0.028
37 San Diego,CalWIN,December,2016.0,2017.0,2016/17,138842.0,281401.0,911053.0,0.983396350485,0.986977111287,0.526,0.0293
38 San Francisco,CalWIN,December,2016.0,2017.0,2016/17,34368.0,52485.0,225760.0,0.98202247191,0.942938659058,0.333,0.0537
39 San Joaquin,C-IV,December,2016.0,2017.0,2016/17,49970.0,112183.0,301878.0,0.976945244957,0.919478527607,0.0,0.023
40 San Luis Obispo,CalWIN,December,2016.0,2017.0,2016/17,9697.0,17488.0,62319.0,0.982062780269,0.976,0.35,0.065
41 San Mateo,CalWIN,December,2016.0,2017.0,2016/17,14449.0,28057.0,155408.0,0.965909090909,0.90273556231,0.35,0.065
42 Santa Barbara,CalWIN,December,2016.0,2017.0,2016/17,18591.0,38443.0,147829.0,0.875907111756,0.885630498534,0.35,0.065
43 Santa Clara,CalWIN,December,2016.0,2017.0,2016/17,50599.0,99337.0,445428.0,0.990215264188,0.981900452489,0.4,0.0561
44 Santa Cruz,CalWIN,December,2016.0,2017.0,2016/17,14564.0,26638.0,79819.0,0.965753424658,0.995633187773,0.35,0.065
45 Shasta,C-IV,December,2016.0,2017.0,2016/17,12730.0,24056.0,64521.0,0.937288135593,0.949074074074,0.35,0.065
46 Sierra,C-IV,December,2016.0,2017.0,2016/17,164.0,286.0,832.0,1.0,1.0,0.35,0.065
47 Siskiyou,C-IV,December,2016.0,2017.0,2016/17,3130.0,6580.0,18873.0,0.93006993007,0.851063829787,0.35,0.065
48 Solano,CalWIN,December,2016.0,2017.0,2016/17,21606.0,40825.0,124613.0,0.956097560976,0.970873786408,0.333,0.0036
49 Sonoma,CalWIN,December,2016.0,2017.0,2016/17,17891.0,31889.0,128606.0,0.959574468085,0.65306122449,0.35,0.065
50 Stanislaus,C-IV,December,2016.0,2017.0,2016/17,40599.0,85272.0,247150.0,0.985227272727,0.935402684564,0.667,0.0284
51 Sutter,C-IV,December,2016.0,2017.0,2016/17,5591.0,12823.0,42294.0,0.996296296296,0.975845410628,0.35,0.065
52 Tehama,C-IV,December,2016.0,2017.0,2016/17,4359.0,9415.0,27209.0,0.96,0.962732919255,0.35,0.065
53 Trinity,C-IV,December,2016.0,2017.0,2016/17,1014.0,1753.0,4996.0,0.962962962963,0.836734693878,0.35,0.065
54 Tulare,CalWIN,December,2016.0,2017.0,2016/17,51899.0,120694.0,258570.0,0.952318460192,0.917894736842,0.333,0.0213
55 Tuolumne,C-IV,December,2016.0,2017.0,2016/17,3054.0,5336.0,14229.0,0.954545454545,0.934782608696,0.35,0.065
56 Ventura,CalWIN,December,2016.0,2017.0,2016/17,36850.0,74251.0,241499.0,0.990944372574,0.978571428571,0.0,0.0518
57 Yolo,CalWIN,December,2016.0,2017.0,2016/17,10178.0,19872.0,59546.0,0.953545232274,0.899038461538,0.35,0.065
58 Yuba,C-IV,December,2016.0,2017.0,2016/17,5983.0,12857.0,32456.0,0.996575342466,0.958158995816,0.35,0.065
00 National Avg*,n/a,January,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,January,2017.0,2017.0,2016/17,2026533.0,4212342.0,13490409.0,0.979787302197,0.932127008153,0.398,0.0809
01 Alameda,CalWIN,January,2017.0,2017.0,2016/17,58727.0,111820.0,437369.0,0.994505494505,0.988184079602,0.5,0.0708
02 Alpine,C-IV,January,2017.0,2017.0,2016/17,86.0,141.0,347.0,1.0,1.0,0.259,0.0938
03 Amador,C-IV,January,2017.0,2017.0,2016/17,1703.0,3162.0,8360.0,0.962025316456,1.0,0.259,0.0938
04 Butte,C-IV,January,2017.0,2017.0,2016/17,16579.0,31092.0,83436.0,0.90243902439,0.9375,0.259,0.0938
05 Calaveras,C-IV,January,2017.0,2017.0,2016/17,2830.0,5094.0,12421.0,0.963235294118,0.939393939394,0.259,0.0938
06 Colusa,C-IV,January,2017.0,2017.0,2016/17,678.0,1588.0,9191.0,0.887096774194,0.972222222222,0.259,0.0938
07 Contra Costa,CalWIN,January,2017.0,2017.0,2016/17,31854.0,63918.0,275861.0,0.958041958042,0.965732087227,0.5,0.0673
08 Del Norte,C-IV,January,2017.0,2017.0,2016/17,2518.0,5198.0,12059.0,1.0,0.867647058824,0.259,0.0938
09 El Dorado,C-IV,January,2017.0,2017.0,2016/17,6983.0,12387.0,39195.0,0.97619047619,0.983193277311,0.259,0.0938
10 Fresno,CalWIN,January,2017.0,2017.0,2016/17,90738.0,211698.0,496919.0,0.966918714556,0.955322669608,0.563,0.0338
11 Glenn,C-IV,January,2017.0,2017.0,2016/17,1532.0,3524.0,12521.0,0.962025316456,0.872727272727,0.259,0.0938
12 Humboldt,C-IV,January,2017.0,2017.0,2016/17,12436.0,20875.0,55973.0,0.990712074303,0.969230769231,0.259,0.0938
13 Imperial,C-IV,January,2017.0,2017.0,2016/17,17486.0,42423.0,95204.0,0.979564032698,0.922755741127,0.259,0.0938
14 Inyo,C-IV,January,2017.0,2017.0,2016/17,1011.0,1923.0,5660.0,0.927272727273,0.888888888889,0.259,0.0938
15 Kern,C-IV,January,2017.0,2017.0,2016/17,69890.0,162758.0,413565.0,0.979852078551,0.895505186323,0.4,0.0383
16 Kings,C-IV,January,2017.0,2017.0,2016/17,10812.0,24565.0,57687.0,0.990450204638,0.935817805383,0.259,0.0938
17 Lake,C-IV,January,2017.0,2017.0,2016/17,6480.0,12239.0,32427.0,0.932944606414,0.926605504587,0.259,0.0938
18 Lassen,C-IV,January,2017.0,2017.0,2016/17,1606.0,3148.0,7978.0,0.95,0.884615384615,0.259,0.0938
19 Los Angeles,LRS,January,2017.0,2017.0,2016/17,540144.0,1091333.0,3985428.0,0.985367314098,0.906287137117,0.46,0.1351
20 Madera,C-IV,January,2017.0,2017.0,2016/17,11830.0,31792.0,70740.0,0.986988847584,0.966292134831,0.259,0.0938
21 Marin,C-IV,January,2017.0,2017.0,2016/17,6130.0,10165.0,47266.0,1.0,0.928229665072,0.259,0.0938
22 Mariposa,C-IV,January,2017.0,2017.0,2016/17,1003.0,1859.0,4812.0,0.851063829787,0.4,0.259,0.0938
23 Mendocino,C-IV,January,2017.0,2017.0,2016/17,6341.0,11916.0,41075.0,0.971794871795,0.940350877193,0.259,0.0938
24 Merced,C-IV,January,2017.0,2017.0,2016/17,23789.0,55292.0,140601.0,0.922043010753,0.96408839779,0.0,0.0219
25 Modoc,C-IV,January,2017.0,2017.0,2016/17,551.0,1172.0,3238.0,0.977272727273,0.918918918919,0.259,0.0938
26 Mono,C-IV,January,2017.0,2017.0,2016/17,464.0,774.0,3828.0,1.0,0.909090909091,0.259,0.0938
27 Monterey,C-IV,January,2017.0,2017.0,2016/17,22869.0,51274.0,185912.0,0.977344573235,0.958103638368,0.333,0.016
28 Napa,C-IV,January,2017.0,2017.0,2016/17,3380.0,6879.0,32912.0,0.976047904192,0.884615384615,0.259,0.0938
29 Nevada,C-IV,January,2017.0,2017.0,2016/17,4215.0,7336.0,25146.0,0.883597883598,0.701492537313,0.259,0.0938
30 Orange,CalWIN,January,2017.0,2017.0,2016/17,120368.0,245723.0,913941.0,0.986362711174,0.98963963964,0.421,0.0677
31 Placer,CalWIN,January,2017.0,2017.0,2016/17,8877.0,16652.0,63588.0,1.0,0.939534883721,0.259,0.0938
32 Plumas,C-IV,January,2017.0,2017.0,2016/17,1170.0,2143.0,6372.0,1.0,0.844444444444,0.259,0.0938
33 Riverside,C-IV,January,2017.0,2017.0,2016/17,125483.0,278710.0,848535.0,0.993504435995,0.939155176187,0.353,0.0405
34 Sacramento,CalWIN,January,2017.0,2017.0,2016/17,99593.0,208408.0,562286.0,0.986066976289,0.993336506426,0.235,0.0463
35 San Benito,C-IV,January,2017.0,2017.0,2016/17,2330.0,5225.0,19094.0,0.89247311828,0.935483870968,0.259,0.0938
36 San Bernardino,C-IV,January,2017.0,2017.0,2016/17,171214.0,374387.0,887482.0,0.993439755084,0.93876301286,0.3,0.0208
37 San Diego,CalWIN,January,2017.0,2017.0,2016/17,136947.0,277364.0,908518.0,0.977125991514,0.973544973545,0.5,0.0318
38 San Francisco,CalWIN,January,2017.0,2017.0,2016/17,34278.0,52106.0,225748.0,0.981557377049,0.932668329177,0.25,0.0549
39 San Joaquin,C-IV,January,2017.0,2017.0,2016/17,49688.0,111431.0,301612.0,0.969138645785,0.921757035003,0.167,0.027
40 San Luis Obispo,CalWIN,January,2017.0,2017.0,2016/17,9697.0,17379.0,62024.0,0.961340206186,0.98031496063,0.259,0.0938
41 San Mateo,CalWIN,January,2017.0,2017.0,2016/17,14262.0,27623.0,154365.0,0.983455882353,0.90273556231,0.259,0.0938
42 Santa Barbara,CalWIN,January,2017.0,2017.0,2016/17,19056.0,39357.0,148011.0,0.906976744186,0.89606741573,0.259,0.0938
43 Santa Clara,CalWIN,January,2017.0,2017.0,2016/17,50071.0,98291.0,444005.0,0.994125326371,0.976878612717,0.286,0.0561
44 Santa Cruz,CalWIN,January,2017.0,2017.0,2016/17,14653.0,26869.0,79458.0,0.974562798092,0.967391304348,0.259,0.0938
45 Shasta,C-IV,January,2017.0,2017.0,2016/17,12555.0,23707.0,64263.0,0.952922077922,0.953290870488,0.259,0.0938
46 Sierra,C-IV,January,2017.0,2017.0,2016/17,167.0,295.0,861.0,1.0,0.8,0.259,0.0938
47 Siskiyou,C-IV,January,2017.0,2017.0,2016/17,3122.0,6605.0,19092.0,0.90625,0.7875,0.259,0.0938
48 Solano,CalWIN,January,2017.0,2017.0,2016/17,21415.0,40381.0,124632.0,0.977211796247,0.97520661157,0.5,0.0065
49 Sonoma,CalWIN,January,2017.0,2017.0,2016/17,17594.0,31271.0,128550.0,0.968058968059,0.55873015873,0.259,0.0938
50 Stanislaus,C-IV,January,2017.0,2017.0,2016/17,40463.0,84966.0,248721.0,0.974938574939,0.935507246377,0.75,0.0251
51 Sutter,C-IV,January,2017.0,2017.0,2016/17,5637.0,12912.0,42566.0,0.993150684932,0.948051948052,0.259,0.0938
52 Tehama,C-IV,January,2017.0,2017.0,2016/17,4333.0,9381.0,27366.0,0.946902654867,0.913294797688,0.259,0.0938
53 Trinity,C-IV,January,2017.0,2017.0,2016/17,986.0,1711.0,5037.0,0.931818181818,0.823529411765,0.259,0.0938
54 Tulare,CalWIN,January,2017.0,2017.0,2016/17,52128.0,120968.0,259001.0,0.964117091596,0.90969581749,0.25,0.0293
55 Tuolumne,C-IV,January,2017.0,2017.0,2016/17,3021.0,5276.0,14244.0,0.934782608696,0.956043956044,0.259,0.0938
56 Ventura,CalWIN,January,2017.0,2017.0,2016/17,36668.0,73321.0,241182.0,0.990182328191,0.965635738832,0.0,0.0634
57 Yolo,CalWIN,January,2017.0,2017.0,2016/17,10083.0,19633.0,59907.0,0.888337468983,0.951807228916,0.259,0.0938
58 Yuba,C-IV,January,2017.0,2017.0,2016/17,6009.0,12902.0,32817.0,0.996621621622,0.954732510288,0.259,0.0938
00 National Avg*,n/a,February,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,February,2017.0,2017.0,2016/17,2002341.0,4172617.0,13509580.0,0.979408738279,0.930178417324,0.406,0.0803
01 Alameda,CalWIN,February,2017.0,2017.0,2016/17,57353.0,110176.0,437454.0,0.99511762095,0.991207034373,0.545,0.0569
02 Alpine,C-IV,February,2017.0,2017.0,2016/17,85.0,143.0,342.0,1.0,0.5,0.263,0.1078
03 Amador,C-IV,February,2017.0,2017.0,2016/17,1698.0,3153.0,8352.0,1.0,0.984615384615,0.263,0.1078
04 Butte,C-IV,February,2017.0,2017.0,2016/17,16426.0,30825.0,83305.0,0.848084544254,0.918032786885,0.263,0.1078
05 Calaveras,C-IV,February,2017.0,2017.0,2016/17,2828.0,5103.0,12428.0,0.945454545455,0.847619047619,0.263,0.1078
06 Colusa,C-IV,February,2017.0,2017.0,2016/17,680.0,1609.0,9194.0,0.955555555556,0.925925925926,0.263,0.1078
07 Contra Costa,CalWIN,February,2017.0,2017.0,2016/17,31455.0,63385.0,276421.0,0.971055088702,0.875,0.375,0.0636
08 Del Norte,C-IV,February,2017.0,2017.0,2016/17,2548.0,5231.0,12036.0,0.990566037736,0.901234567901,0.263,0.1078
09 El Dorado,C-IV,February,2017.0,2017.0,2016/17,6898.0,12324.0,39169.0,0.990881458967,0.987447698745,0.263,0.1078
10 Fresno,CalWIN,February,2017.0,2017.0,2016/17,90749.0,211042.0,496545.0,0.956077630235,0.961979913917,0.55,0.0436
11 Glenn,C-IV,February,2017.0,2017.0,2016/17,1533.0,3559.0,12605.0,0.971014492754,0.981481481481,0.263,0.1078
12 Humboldt,C-IV,February,2017.0,2017.0,2016/17,12251.0,20676.0,56109.0,0.984924623116,0.980487804878,0.263,0.1078
13 Imperial,C-IV,February,2017.0,2017.0,2016/17,17256.0,41932.0,95375.0,0.980707395498,0.931506849315,0.263,0.1078
14 Inyo,C-IV,February,2017.0,2017.0,2016/17,1015.0,1911.0,5693.0,1.0,0.928571428571,0.263,0.1078
15 Kern,C-IV,February,2017.0,2017.0,2016/17,69499.0,162214.0,416092.0,0.979569599564,0.910215300046,0.333,0.0309
16 Kings,C-IV,February,2017.0,2017.0,2016/17,10755.0,24610.0,58170.0,0.992409867173,0.932907348243,0.263,0.1078
17 Lake,C-IV,February,2017.0,2017.0,2016/17,6450.0,12153.0,32621.0,0.968421052632,0.928934010152,0.263,0.1078
18 Lassen,C-IV,February,2017.0,2017.0,2016/17,1578.0,3100.0,8002.0,0.935483870968,0.840909090909,0.263,0.1078
19 Los Angeles,LRS,February,2017.0,2017.0,2016/17,533693.0,1080363.0,4000638.0,0.983299357064,0.892602467911,0.474,0.1222
20 Madera,C-IV,February,2017.0,2017.0,2016/17,11756.0,28700.0,70770.0,0.976635514019,0.947169811321,0.263,0.1078
21 Marin,C-IV,February,2017.0,2017.0,2016/17,6014.0,10003.0,47434.0,0.977859778598,0.946524064171,0.263,0.1078
22 Mariposa,C-IV,February,2017.0,2017.0,2016/17,1001.0,1817.0,4834.0,0.938775510204,0.333333333333,0.263,0.1078
23 Mendocino,C-IV,February,2017.0,2017.0,2016/17,6203.0,11721.0,41442.0,0.910179640719,0.951020408163,0.263,0.1078
24 Merced,C-IV,February,2017.0,2017.0,2016/17,23691.0,55195.0,140918.0,0.933695652174,0.961016949153,0.0,0.0235
25 Modoc,C-IV,February,2017.0,2017.0,2016/17,538.0,1162.0,3217.0,0.96,1.0,0.263,0.1078
26 Mono,C-IV,February,2017.0,2017.0,2016/17,451.0,744.0,3802.0,0.933333333333,0.909090909091,0.263,0.1078
27 Monterey,C-IV,February,2017.0,2017.0,2016/17,23195.0,52008.0,186808.0,0.987431264729,0.962025316456,0.333,0.0163
28 Napa,C-IV,February,2017.0,2017.0,2016/17,3315.0,6735.0,33052.0,0.93984962406,0.943181818182,0.263,0.1078
29 Nevada,C-IV,February,2017.0,2017.0,2016/17,4130.0,7227.0,25080.0,0.846511627907,0.817610062893,0.263,0.1078
30 Orange,CalWIN,February,2017.0,2017.0,2016/17,118186.0,242852.0,908982.0,0.990115321252,0.995428571429,0.435,0.0703
31 Placer,CalWIN,February,2017.0,2017.0,2016/17,8696.0,16480.0,63780.0,1.0,0.965517241379,0.263,0.1078
32 Plumas,C-IV,February,2017.0,2017.0,2016/17,1142.0,2113.0,6416.0,0.928571428571,0.903225806452,0.263,0.1078
33 Riverside,C-IV,February,2017.0,2017.0,2016/17,123373.0,274276.0,848997.0,0.994483985765,0.946345065223,0.3,0.0355
34 Sacramento,CalWIN,February,2017.0,2017.0,2016/17,98368.0,207853.0,561959.0,0.9906291834,0.993389423077,0.286,0.0615
35 San Benito,C-IV,February,2017.0,2017.0,2016/17,2347.0,5300.0,19155.0,0.925619834711,0.918032786885,0.263,0.1078
36 San Bernardino,C-IV,February,2017.0,2017.0,2016/17,168344.0,369588.0,891011.0,0.99307653575,0.948403860431,0.269,0.0382
37 San Diego,CalWIN,February,2017.0,2017.0,2016/17,135077.0,274517.0,906980.0,0.976062445794,0.971078001753,0.469,0.0299
38 San Francisco,CalWIN,February,2017.0,2017.0,2016/17,33824.0,51451.0,224866.0,0.975919732441,0.944687045124,0.333,0.0745
39 San Joaquin,C-IV,February,2017.0,2017.0,2016/17,49341.0,110677.0,301096.0,0.980610761028,0.922451994092,0.143,0.0226
40 San Luis Obispo,CalWIN,February,2017.0,2017.0,2016/17,9617.0,17303.0,62022.0,0.986945169713,0.987234042553,0.263,0.1078
41 San Mateo,CalWIN,February,2017.0,2017.0,2016/17,14079.0,27211.0,154254.0,0.983576642336,0.90273556231,0.263,0.1078
42 Santa Barbara,CalWIN,February,2017.0,2017.0,2016/17,19181.0,39916.0,148430.0,0.949101796407,0.912587412587,0.263,0.1078
43 Santa Clara,CalWIN,February,2017.0,2017.0,2016/17,48890.0,95926.0,442877.0,0.986629134412,0.982222222222,0.333,0.0481
44 Santa Cruz,CalWIN,February,2017.0,2017.0,2016/17,14830.0,27079.0,79974.0,0.969018932874,0.969162995595,0.263,0.1078
45 Shasta,C-IV,February,2017.0,2017.0,2016/17,12450.0,23480.0,64334.0,0.942857142857,0.979020979021,0.263,0.1078
46 Sierra,C-IV,February,2017.0,2017.0,2016/17,165.0,282.0,857.0,1.0,1.0,0.263,0.1078
47 Siskiyou,C-IV,February,2017.0,2017.0,2016/17,3148.0,6664.0,19093.0,0.95,0.821782178218,0.263,0.1078
48 Solano,CalWIN,February,2017.0,2017.0,2016/17,21149.0,40026.0,124562.0,0.972762645914,0.975975975976,0.6,0.0074
49 Sonoma,CalWIN,February,2017.0,2017.0,2016/17,17390.0,31056.0,129843.0,0.948430493274,0.716049382716,0.263,0.1078
50 Stanislaus,C-IV,February,2017.0,2017.0,2016/17,40049.0,84462.0,250061.0,0.965349214943,0.930359937402,0.8,0.0321
51 Sutter,C-IV,February,2017.0,2017.0,2016/17,5599.0,12877.0,42846.0,0.995145631068,0.911392405063,0.263,0.1078
52 Tehama,C-IV,February,2017.0,2017.0,2016/17,4300.0,9316.0,27383.0,0.882629107981,0.945205479452,0.263,0.1078
53 Trinity,C-IV,February,2017.0,2017.0,2016/17,971.0,1701.0,5002.0,0.980769230769,0.666666666667,0.263,0.1078
54 Tulare,CalWIN,February,2017.0,2017.0,2016/17,51786.0,121167.0,259012.0,0.978016085791,0.938416422287,0.333,0.0376
55 Tuolumne,C-IV,February,2017.0,2017.0,2016/17,2969.0,5218.0,14260.0,0.977272727273,0.988888888889,0.263,0.1078
56 Ventura,CalWIN,February,2017.0,2017.0,2016/17,36121.0,72777.0,240805.0,0.989942528736,0.971671388102,0.25,0.0608
57 Yolo,CalWIN,February,2017.0,2017.0,2016/17,10008.0,19496.0,59967.0,0.905829596413,0.962441314554,0.263,0.1078
58 Yuba,C-IV,February,2017.0,2017.0,2016/17,5897.0,12732.0,32848.0,0.99649122807,0.894514767932,0.263,0.1078
00 National Avg*,n/a,March,2017.0,2017.0,2016/17,,,,,,0.254,0.054
00 Statewide,n/a,March,2017.0,2017.0,2016/17,2009378.0,4163868.0,13490894.0,0.980481986802,0.942388926605,0.395,0.073
01 Alameda,CalWIN,March,2017.0,2017.0,2016/17,57764.0,109769.0,439615.0,0.994544037412,0.988903394256,0.538,0.0473
02 Alpine,C-IV,March,2017.0,2017.0,2016/17,87.0,146.0,340.0,1.0,0.666666666667,0.273,0.1
03 Amador,C-IV,March,2017.0,2017.0,2016/17,1705.0,3129.0,8383.0,0.9625,0.964285714286,0.273,0.1
04 Butte,C-IV,March,2017.0,2017.0,2016/17,16664.0,31098.0,83163.0,0.838443396226,0.943048576214,0.273,0.1
05 Calaveras,C-IV,March,2017.0,2017.0,2016/17,2825.0,5097.0,12360.0,0.977777777778,0.933333333333,0.273,0.1
06 Colusa,C-IV,March,2017.0,2017.0,2016/17,693.0,1638.0,9225.0,1.0,1.0,0.273,0.1
07 Contra Costa,CalWIN,March,2017.0,2017.0,2016/17,31637.0,63174.0,275511.0,0.972172351885,0.97880539499,0.3,0.069
08 Del Norte,C-IV,March,2017.0,2017.0,2016/17,2544.0,5224.0,11968.0,0.988372093023,0.934426229508,0.273,0.1
09 El Dorado,C-IV,March,2017.0,2017.0,2016/17,6936.0,12339.0,39148.0,0.991501416431,0.992337164751,0.273,0.1
10 Fresno,CalWIN,March,2017.0,2017.0,2016/17,90287.0,209659.0,496676.0,0.950210378682,0.971291866029,0.5,0.0408
11 Glenn,C-IV,March,2017.0,2017.0,2016/17,1541.0,3549.0,12583.0,0.972222222222,0.961538461538,0.273,0.1
12 Humboldt,C-IV,March,2017.0,2017.0,2016/17,12286.0,20701.0,56249.0,0.993355481728,0.988399071926,0.273,0.1
13 Imperial,C-IV,March,2017.0,2017.0,2016/17,17252.0,41719.0,95197.0,0.980994152047,0.937799043062,0.273,0.1
14 Inyo,C-IV,March,2017.0,2017.0,2016/17,1020.0,1922.0,5700.0,1.0,0.882352941176,0.273,0.1
15 Kern,C-IV,March,2017.0,2017.0,2016/17,69686.0,162134.0,416182.0,0.988222097588,0.943637164245,0.308,0.0245
16 Kings,C-IV,March,2017.0,2017.0,2016/17,10818.0,24644.0,58122.0,1.0,0.963687150838,0.273,0.1
17 Lake,C-IV,March,2017.0,2017.0,2016/17,6452.0,12118.0,32691.0,0.943573667712,0.919282511211,0.273,0.1
18 Lassen,C-IV,March,2017.0,2017.0,2016/17,1573.0,3083.0,8022.0,0.915492957746,0.891304347826,0.273,0.1
19 Los Angeles,LRS,March,2017.0,2017.0,2016/17,535925.0,1079610.0,3999699.0,0.985551954391,0.90651959576,0.444,0.1155
20 Madera,C-IV,March,2017.0,2017.0,2016/17,11796.0,28673.0,70968.0,0.997506234414,0.954887218045,0.273,0.1
21 Marin,C-IV,March,2017.0,2017.0,2016/17,5991.0,9913.0,47571.0,0.980830670927,0.938679245283,0.273,0.1
22 Mariposa,C-IV,March,2017.0,2017.0,2016/17,1007.0,1833.0,4809.0,0.860465116279,0.6,0.273,0.1
23 Mendocino,C-IV,March,2017.0,2017.0,2016/17,6272.0,11853.0,41642.0,0.924083769634,0.939271255061,0.273,0.1
24 Merced,C-IV,March,2017.0,2017.0,2016/17,23896.0,55480.0,140547.0,0.966990291262,0.97667638484,0.0,0.0207
25 Modoc,C-IV,March,2017.0,2017.0,2016/17,554.0,1186.0,3198.0,0.933333333333,1.0,0.273,0.1
26 Mono,C-IV,March,2017.0,2017.0,2016/17,440.0,714.0,3822.0,1.0,0.9375,0.273,0.1
27 Monterey,C-IV,March,2017.0,2017.0,2016/17,23451.0,52475.0,187032.0,0.997940267765,0.978456014363,0.333,0.0171
28 Napa,C-IV,March,2017.0,2017.0,2016/17,3337.0,6744.0,32979.0,0.980519480519,0.930693069307,0.273,0.1
29 Nevada,C-IV,March,2017.0,2017.0,2016/17,4169.0,7247.0,25001.0,0.804081632653,0.824175824176,0.273,0.1
30 Orange,CalWIN,March,2017.0,2017.0,2016/17,118158.0,240771.0,906789.0,0.989984759417,0.995794392523,0.429,0.0649
31 Placer,CalWIN,March,2017.0,2017.0,2016/17,8850.0,16472.0,63583.0,1.0,0.928205128205,0.273,0.1
32 Plumas,C-IV,March,2017.0,2017.0,2016/17,1170.0,2050.0,6463.0,0.983870967742,0.923076923077,0.273,0.1
33 Riverside,C-IV,March,2017.0,2017.0,2016/17,123262.0,273018.0,846035.0,0.992620559465,0.952063256733,0.292,0.0464
34 Sacramento,CalWIN,March,2017.0,2017.0,2016/17,99506.0,208592.0,562070.0,0.987720644666,0.994452849218,0.4,0.0506
35 San Benito,C-IV,March,2017.0,2017.0,2016/17,2356.0,5280.0,19144.0,1.0,0.939393939394,0.273,0.1
36 San Bernardino,C-IV,March,2017.0,2017.0,2016/17,168437.0,367853.0,888493.0,0.992630452871,0.958649207443,0.29,0.0322
37 San Diego,CalWIN,March,2017.0,2017.0,2016/17,135446.0,273084.0,902639.0,0.979880202734,0.969284603421,0.436,0.0248
38 San Francisco,CalWIN,March,2017.0,2017.0,2016/17,34044.0,51149.0,224016.0,0.980769230769,0.932668329177,0.286,0.0851
39 San Joaquin,C-IV,March,2017.0,2017.0,2016/17,49259.0,109785.0,300430.0,0.978973105134,0.932880844646,0.111,0.0203
40 San Luis Obispo,CalWIN,March,2017.0,2017.0,2016/17,9694.0,17352.0,61676.0,0.980815347722,0.98347107438,0.273,0.1
41 San Mateo,CalWIN,March,2017.0,2017.0,2016/17,14027.0,27063.0,153697.0,0.979274611399,0.90273556231,0.273,0.1
42 Santa Barbara,CalWIN,March,2017.0,2017.0,2016/17,19502.0,40275.0,148466.0,0.962360122075,0.934131736527,0.273,0.1
43 Santa Clara,CalWIN,March,2017.0,2017.0,2016/17,48704.0,95162.0,440667.0,0.979857819905,0.994633273703,0.455,0.0427
44 Santa Cruz,CalWIN,March,2017.0,2017.0,2016/17,14939.0,27177.0,79509.0,0.972835314092,0.995412844037,0.273,0.1
45 Shasta,C-IV,March,2017.0,2017.0,2016/17,12572.0,23564.0,64334.0,0.942222222222,0.969008264463,0.273,0.1
46 Sierra,C-IV,March,2017.0,2017.0,2016/17,165.0,284.0,857.0,1.0,1.0,0.273,0.1
47 Siskiyou,C-IV,March,2017.0,2017.0,2016/17,3166.0,6659.0,19095.0,0.952,0.873684210526,0.273,0.1
48 Solano,CalWIN,March,2017.0,2017.0,2016/17,21384.0,40235.0,124220.0,0.969400244798,0.970149253731,0.5,0.0061
