December 2016 (Accessible sheet). Data table begins in Cell A5. Item descriptions are contained within input messages in Row 5.,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,PART A.  ,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,Part B,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART C,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,PART D,,
Lassen,100.0,13.0,138.0,86.0,0.0,14.0,14.0,0.0,49.0,49.0,0.0,28.0,28.0,0.0,21.0,21.0,0.0,1.0,1.0,0.0,3.0,3.0,1.0,137.0,138.0,0.0,61.0,61.0,0.0,51.0,51.0,0.0,3.0,3.0,0.0,7.0,7.0,1.0,76.0,77.0,217.0,1245.0,1462.0,217.0,1245.0,1462.0,0.0,0.0,0.0,16.0,150.0,166.0,4.0,0.0,0.0,82.0,0.0,0.0,4.0,82.0,86.0,1.0,-1.0,0.0,1.0,5.0,6.0,2.0,35.0,37.0,8.0,29.0,37.0,233.0,1395.0,1628.0,233.0,1393.0,1626.0,3187.0,0.0,3.0,0.0,2.0,2.0,0.0,0.0,0.0,0.0,0.0,18.0,161.0,179.0,0.0,0.0,0.0,215.0,1234.0,1449.0,14.0,57.0,71.0,13.0,0.0,0.0,57.0,0.0,0.0,13.0,57.0,70.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,,
Los Angeles,28437.0,4571.0,32772.0,25012.0,83.0,410.0,493.0,12.0,6608.0,6620.0,2.0,2326.0,2328.0,10.0,4282.0,4292.0,0.0,191.0,191.0,0.0,1140.0,1140.0,2138.0,28447.0,30585.0,1465.0,14209.0,15674.0,1174.0,12911.0,14085.0,83.0,438.0,521.0,208.0,860.0,1068.0,673.0,14238.0,14911.0,87065.0,435479.0,522544.0,87593.0,442323.0,529916.0,-528.0,-6844.0,-7372.0,2859.0,37431.0,40290.0,2428.0,54.0,16.0,22032.0,250.0,232.0,2498.0,22514.0,25012.0,-2131.0,2131.0,0.0,65.0,217.0,282.0,71.0,475.0,546.0,2356.0,12094.0,14450.0,89924.0,472910.0,562834.0,87366.0,464028.0,551394.0,1117035.0,675.0,9250.0,2295.0,5507.0,7802.0,4078.0,558.0,263.0,3375.0,3638.0,4084.0,34783.0,38867.0,93.0,304.0,397.0,85840.0,438127.0,523967.0,4971.0,15300.0,20271.0,4810.0,123.0,4.0,14836.0,247.0,75.0,4937.0,15158.0,20095.0,33.0,1.0,0.0,141.0,1.0,0.0,34.0,142.0,176.0,0.0,0.0,0.0,,
Madera,761.0,86.0,838.0,587.0,1.0,16.0,17.0,0.0,230.0,230.0,0.0,91.0,91.0,0.0,139.0,139.0,0.0,2.0,2.0,0.0,21.0,21.0,25.0,813.0,838.0,18.0,347.0,365.0,18.0,335.0,353.0,0.0,9.0,9.0,0.0,3.0,3.0,7.0,466.0,473.0,1567.0,9447.0,11014.0,1567.0,9446.0,11013.0,0.0,1.0,1.0,148.0,777.0,925.0,34.0,0.0,0.0,545.0,6.0,2.0,34.0,553.0,587.0,64.0,-64.0,0.0,3.0,17.0,20.0,11.0,116.0,127.0,36.0,155.0,191.0,1715.0,10224.0,11939.0,1703.0,10157.0,11860.0,28889.0,2.0,74.0,11.0,60.0,71.0,8.0,7.0,1.0,7.0,8.0,57.0,754.0,811.0,0.0,0.0,0.0,1658.0,9470.0,11128.0,97.0,574.0,671.0,97.0,0.0,0.0,562.0,4.0,0.0,97.0,566.0,663.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,8.0,8.0,0.0,0.0,0.0,,
Marin,438.0,103.0,448.0,312.0,1.0,5.0,6.0,0.0,120.0,120.0,0.0,44.0,44.0,0.0,76.0,76.0,0.0,1.0,1.0,0.0,16.0,16.0,16.0,432.0,448.0,11.0,195.0,206.0,10.0,182.0,192.0,0.0,4.0,4.0,1.0,9.0,10.0,5.0,237.0,242.0,544.0,5232.0,5776.0,544.0,5232.0,5776.0,0.0,0.0,0.0,32.0,468.0,500.0,17.0,1.0,0.0,274.0,12.0,8.0,18.0,294.0,312.0,-5.0,5.0,0.0,2.0,11.0,13.0,2.0,54.0,56.0,15.0,104.0,119.0,576.0,5700.0,6276.0,537.0,5403.0,5940.0,9953.0,7.0,306.0,36.0,229.0,265.0,65.0,20.0,3.0,68.0,71.0,27.0,518.0,545.0,0.0,0.0,0.0,549.0,5182.0,5731.0,38.0,252.0,290.0,37.0,1.0,0.0,237.0,11.0,2.0,38.0,250.0,288.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,2.0,2.0,0.0,2.0,2.0,,
Mariposa,84.0,11.0,85.0,42.0,1.0,3.0,4.0,0.0,33.0,33.0,0.0,12.0,12.0,0.0,21.0,21.0,0.0,1.0,1.0,0.0,10.0,10.0,1.0,84.0,85.0,0.0,32.0,32.0,0.0,21.0,21.0,0.0,7.0,7.0,0.0,4.0,4.0,1.0,52.0,53.0,79.0,878.0,957.0,79.0,878.0,957.0,0.0,0.0,0.0,7.0,61.0,68.0,2.0,0.0,0.0,40.0,0.0,0.0,2.0,40.0,42.0,2.0,-2.0,0.0,0.0,3.0,3.0,1.0,11.0,12.0,2.0,9.0,11.0,86.0,939.0,1025.0,85.0,934.0,1019.0,1876.0,0.0,3.0,0.0,3.0,3.0,3.0,0.0,1.0,2.0,3.0,4.0,75.0,79.0,0.0,1.0,1.0,82.0,864.0,946.0,4.0,39.0,43.0,4.0,0.0,0.0,39.0,0.0,0.0,4.0,39.0,43.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Mendocino,401.0,55.0,404.0,311.0,1.0,14.0,15.0,0.0,86.0,86.0,0.0,48.0,48.0,0.0,38.0,38.0,0.0,11.0,11.0,0.0,7.0,7.0,15.0,389.0,404.0,7.0,204.0,211.0,7.0,193.0,200.0,0.0,5.0,5.0,0.0,6.0,6.0,8.0,185.0,193.0,517.0,5404.0,5921.0,517.0,5404.0,5921.0,0.0,0.0,0.0,46.0,518.0,564.0,17.0,0.0,0.0,292.0,2.0,0.0,17.0,294.0,311.0,-1.0,1.0,0.0,3.0,19.0,22.0,12.0,74.0,86.0,15.0,130.0,145.0,563.0,5922.0,6485.0,555.0,5882.0,6437.0,12071.0,2.0,37.0,7.0,31.0,38.0,10.0,2.0,1.0,9.0,10.0,36.0,624.0,660.0,0.0,0.0,0.0,527.0,5298.0,5825.0,42.0,234.0,276.0,42.0,0.0,0.0,230.0,1.0,0.0,42.0,231.0,273.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
Merced,1602.0,192.0,1566.0,977.0,4.0,44.0,48.0,0.0,478.0,478.0,0.0,194.0,194.0,0.0,284.0,284.0,0.0,17.0,17.0,0.0,111.0,111.0,63.0,1503.0,1566.0,45.0,639.0,684.0,42.0,623.0,665.0,2.0,12.0,14.0,1.0,4.0,5.0,18.0,864.0,882.0,3473.0,18626.0,22099.0,3475.0,18626.0,22101.0,-2.0,0.0,-2.0,174.0,1737.0,1911.0,72.0,1.0,0.0,895.0,6.0,3.0,73.0,904.0,977.0,-8.0,8.0,0.0,15.0,34.0,49.0,18.0,238.0,256.0,76.0,553.0,629.0,3647.0,20363.0,24010.0,3628.0,20263.0,23891.0,55418.0,5.0,110.0,18.0,85.0,103.0,15.0,2.0,1.0,15.0,16.0,147.0,1755.0,1902.0,0.0,30.0,30.0,3500.0,18608.0,22108.0,209.0,1213.0,1422.0,206.0,2.0,0.0,1195.0,5.0,1.0,208.0,1201.0,1409.0,1.0,0.0,0.0,12.0,0.0,0.0,1.0,12.0,13.0,0.0,0.0,0.0,,
Modoc,47.0,4.0,44.0,32.0,0.0,0.0,0.0,0.0,8.0,8.0,0.0,1.0,1.0,0.0,7.0,7.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,44.0,44.0,0.0,22.0,22.0,0.0,22.0,22.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,22.0,22.0,66.0,425.0,491.0,66.0,425.0,491.0,0.0,0.0,0.0,6.0,47.0,53.0,1.0,0.0,0.0,31.0,0.0,0.0,1.0,31.0,32.0,3.0,-3.0,0.0,0.0,2.0,2.0,2.0,8.0,10.0,0.0,9.0,9.0,72.0,472.0,544.0,71.0,471.0,542.0,1146.0,0.0,1.0,1.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,5.0,51.0,56.0,0.0,1.0,1.0,67.0,421.0,488.0,1.0,15.0,16.0,1.0,0.0,0.0,14.0,0.0,0.0,1.0,14.0,15.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Mono,51.0,15.0,69.0,47.0,0.0,1.0,1.0,0.0,20.0,20.0,0.0,6.0,6.0,0.0,14.0,14.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,69.0,69.0,0.0,31.0,31.0,0.0,27.0,27.0,0.0,2.0,2.0,0.0,2.0,2.0,0.0,38.0,38.0,13.0,405.0,418.0,13.0,405.0,418.0,0.0,0.0,0.0,0.0,67.0,67.0,0.0,0.0,0.0,47.0,0.0,0.0,0.0,47.0,47.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,17.0,17.0,13.0,472.0,485.0,13.0,469.0,482.0,810.0,0.0,3.0,0.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,1.0,43.0,44.0,0.0,0.0,0.0,12.0,429.0,441.0,0.0,18.0,18.0,0.0,0.0,0.0,16.0,2.0,0.0,0.0,18.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Monterey,3066.0,418.0,3461.0,2464.0,3.0,46.0,49.0,0.0,924.0,924.0,0.0,595.0,595.0,0.0,329.0,329.0,0.0,3.0,3.0,0.0,73.0,73.0,58.0,3402.0,3460.0,30.0,993.0,1023.0,28.0,936.0,964.0,2.0,30.0,32.0,0.0,27.0,27.0,28.0,2409.0,2437.0,2027.0,16549.0,18576.0,2027.0,16549.0,18576.0,0.0,0.0,0.0,435.0,3239.0,3674.0,208.0,0.0,0.0,2214.0,37.0,5.0,208.0,2256.0,2464.0,141.0,-141.0,0.0,4.0,26.0,30.0,15.0,105.0,120.0,67.0,993.0,1060.0,2462.0,19788.0,22250.0,2440.0,19518.0,21958.0,49023.0,12.0,288.0,22.0,240.0,262.0,33.0,7.0,0.0,30.0,30.0,103.0,1917.0,2020.0,0.0,0.0,0.0,2359.0,17871.0,20230.0,139.0,932.0,1071.0,137.0,2.0,0.0,919.0,10.0,0.0,139.0,929.0,1068.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
Napa,280.0,57.0,290.0,165.0,2.0,3.0,5.0,0.0,88.0,88.0,0.0,30.0,30.0,0.0,58.0,58.0,0.0,2.0,2.0,0.0,37.0,37.0,2.0,288.0,290.0,2.0,101.0,103.0,2.0,83.0,85.0,0.0,6.0,6.0,0.0,12.0,12.0,0.0,187.0,187.0,289.0,2831.0,3120.0,289.0,2831.0,3120.0,0.0,0.0,0.0,18.0,291.0,309.0,4.0,1.0,0.0,159.0,1.0,0.0,5.0,160.0,165.0,2.0,-2.0,0.0,2.0,4.0,6.0,1.0,17.0,18.0,8.0,112.0,120.0,307.0,3122.0,3429.0,299.0,3068.0,3367.0,6915.0,2.0,60.0,8.0,49.0,57.0,5.0,0.0,0.0,5.0,5.0,16.0,306.0,322.0,0.0,0.0,0.0,291.0,2816.0,3107.0,23.0,181.0,204.0,21.0,2.0,0.0,167.0,9.0,1.0,23.0,177.0,200.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,,
Nevada,314.0,85.0,299.0,190.0,2.0,21.0,23.0,0.0,96.0,96.0,0.0,47.0,47.0,0.0,49.0,49.0,0.0,4.0,4.0,0.0,13.0,13.0,2.0,297.0,299.0,1.0,135.0,136.0,1.0,100.0,101.0,0.0,13.0,13.0,0.0,22.0,22.0,1.0,162.0,163.0,212.0,3791.0,4003.0,212.0,3791.0,4003.0,0.0,0.0,0.0,29.0,317.0,346.0,5.0,0.0,0.0,182.0,2.0,1.0,5.0,185.0,190.0,9.0,-9.0,0.0,1.0,11.0,12.0,0.0,29.0,29.0,14.0,101.0,115.0,241.0,4108.0,4349.0,241.0,4099.0,4340.0,7492.0,0.0,8.0,0.0,7.0,7.0,2.0,0.0,0.0,2.0,2.0,20.0,379.0,399.0,0.0,0.0,0.0,221.0,3729.0,3950.0,16.0,170.0,186.0,16.0,0.0,0.0,169.0,1.0,0.0,16.0,170.0,186.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
Orange,6609.0,1468.0,6579.0,4549.0,7.0,57.0,64.0,8.0,1755.0,1763.0,7.0,832.0,839.0,1.0,923.0,924.0,6.0,110.0,116.0,0.0,267.0,267.0,90.0,4839.0,4929.0,52.0,1842.0,1894.0,51.0,1830.0,1881.0,1.0,9.0,10.0,0.0,3.0,3.0,38.0,2997.0,3035.0,9869.0,102181.0,112050.0,9951.0,102207.0,112158.0,-82.0,-26.0,-108.0,555.0,8702.0,9257.0,227.0,10.0,0.0,4167.0,86.0,59.0,237.0,4312.0,4549.0,-111.0,111.0,0.0,12.0,83.0,95.0,63.0,838.0,901.0,354.0,3358.0,3712.0,10424.0,110883.0,121307.0,10223.0,107650.0,117873.0,248331.0,270.0,2967.0,197.0,2086.0,2283.0,1600.0,8.0,4.0,1147.0,1151.0,560.0,9990.0,10550.0,0.0,9.0,9.0,9864.0,100893.0,110757.0,779.0,7131.0,7910.0,757.0,12.0,0.0,5599.0,128.0,36.0,769.0,5763.0,6532.0,10.0,0.0,0.0,1320.0,31.0,17.0,10.0,1368.0,1378.0,3.0,62.0,65.0,,
Placer,510.0,214.0,494.0,263.0,0.0,0.0,0.0,0.0,206.0,206.0,0.0,51.0,51.0,0.0,155.0,155.0,0.0,9.0,9.0,0.0,25.0,25.0,2.0,320.0,322.0,2.0,155.0,157.0,2.0,152.0,154.0,0.0,1.0,1.0,0.0,2.0,2.0,0.0,165.0,165.0,624.0,7820.0,8444.0,613.0,7612.0,8225.0,11.0,208.0,219.0,61.0,576.0,637.0,18.0,0.0,0.0,243.0,1.0,1.0,18.0,245.0,263.0,-10.0,10.0,0.0,8.0,47.0,55.0,16.0,80.0,96.0,29.0,194.0,223.0,685.0,8396.0,9081.0,675.0,8321.0,8996.0,16801.0,6.0,67.0,8.0,45.0,53.0,45.0,9.0,2.0,30.0,32.0,53.0,931.0,984.0,0.0,14.0,14.0,632.0,7465.0,8097.0,35.0,356.0,391.0,34.0,1.0,0.0,341.0,3.0,2.0,35.0,346.0,381.0,0.0,0.0,0.0,9.0,0.0,1.0,0.0,10.0,10.0,0.0,0.0,0.0,,
Plumas,103.0,19.0,102.0,74.0,0.0,3.0,3.0,0.0,24.0,24.0,0.0,11.0,11.0,0.0,13.0,13.0,0.0,2.0,2.0,0.0,4.0,4.0,3.0,99.0,102.0,1.0,47.0,48.0,1.0,44.0,45.0,0.0,2.0,2.0,0.0,1.0,1.0,2.0,52.0,54.0,77.0,966.0,1043.0,77.0,966.0,1043.0,0.0,0.0,0.0,7.0,119.0,126.0,3.0,0.0,0.0,71.0,0.0,0.0,3.0,71.0,74.0,1.0,-1.0,0.0,0.0,1.0,1.0,0.0,10.0,10.0,3.0,38.0,41.0,84.0,1085.0,1169.0,84.0,1084.0,1168.0,2097.0,0.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,7.0,92.0,99.0,0.0,0.0,0.0,77.0,993.0,1070.0,2.0,46.0,48.0,2.0,0.0,0.0,45.0,0.0,0.0,2.0,45.0,47.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,,
Riverside,8876.0,2293.0,9096.0,5488.0,1.0,32.0,33.0,1.0,3321.0,3322.0,1.0,1384.0,1385.0,0.0,1937.0,1937.0,0.0,13.0,13.0,0.0,286.0,286.0,289.0,8803.0,9092.0,199.0,3688.0,3887.0,193.0,3436.0,3629.0,3.0,125.0,128.0,3.0,127.0,130.0,90.0,5115.0,5205.0,14493.0,103901.0,118394.0,14493.0,103902.0,118395.0,0.0,-1.0,-1.0,670.0,9250.0,9920.0,335.0,2.0,0.0,5100.0,36.0,15.0,337.0,5151.0,5488.0,-145.0,145.0,0.0,25.0,178.0,203.0,115.0,1781.0,1896.0,338.0,1995.0,2333.0,15163.0,113151.0,128314.0,15052.0,112112.0,127164.0,282998.0,121.0,955.0,101.0,855.0,956.0,223.0,25.0,10.0,184.0,194.0,792.0,11136.0,11928.0,1.0,100.0,101.0,14371.0,102015.0,116386.0,1000.0,4728.0,5728.0,989.0,9.0,0.0,4638.0,43.0,6.0,998.0,4687.0,5685.0,2.0,0.0,0.0,40.0,1.0,0.0,2.0,41.0,43.0,0.0,0.0,0.0,,
Sacramento,7297.0,1882.0,6265.0,4106.0,3.0,23.0,26.0,4.0,2003.0,2007.0,0.0,685.0,685.0,4.0,1318.0,1322.0,0.0,61.0,61.0,0.0,152.0,152.0,297.0,5968.0,6265.0,146.0,1576.0,1722.0,143.0,1556.0,1699.0,2.0,19.0,21.0,1.0,1.0,2.0,151.0,4392.0,4543.0,13240.0,78345.0,91585.0,13140.0,77715.0,90855.0,100.0,630.0,730.0,905.0,7959.0,8864.0,422.0,23.0,1.0,3587.0,41.0,32.0,446.0,3660.0,4106.0,-231.0,231.0,0.0,22.0,123.0,145.0,72.0,683.0,755.0,596.0,3262.0,3858.0,14145.0,86304.0,100449.0,13532.0,84321.0,97853.0,209859.0,140.0,2589.0,602.0,1304.0,1906.0,786.0,27.0,11.0,679.0,690.0,913.0,9215.0,10128.0,0.0,28.0,28.0,13232.0,77089.0,90321.0,929.0,4476.0,5405.0,868.0,39.0,0.0,4066.0,84.0,19.0,907.0,4169.0,5076.0,22.0,0.0,0.0,300.0,7.0,0.0,22.0,307.0,329.0,2.0,21.0,23.0,,
San Benito,166.0,18.0,185.0,132.0,0.0,2.0,2.0,0.0,49.0,49.0,0.0,13.0,13.0,0.0,36.0,36.0,0.0,1.0,1.0,0.0,4.0,4.0,6.0,179.0,185.0,0.0,83.0,83.0,0.0,83.0,83.0,0.0,0.0,0.0,0.0,0.0,0.0,6.0,96.0,102.0,232.0,1942.0,2174.0,232.0,1943.0,2175.0,0.0,-1.0,-1.0,22.0,220.0,242.0,13.0,0.0,0.0,118.0,0.0,1.0,13.0,119.0,132.0,-3.0,3.0,0.0,5.0,3.0,8.0,0.0,16.0,16.0,7.0,79.0,86.0,254.0,2162.0,2416.0,253.0,2139.0,2392.0,5340.0,3.0,22.0,1.0,22.0,23.0,1.0,0.0,0.0,1.0,1.0,18.0,251.0,269.0,0.0,0.0,0.0,236.0,1911.0,2147.0,20.0,129.0,149.0,20.0,0.0,0.0,125.0,1.0,0.0,20.0,126.0,146.0,0.0,0.0,0.0,3.0,0.0,0.0,0.0,3.0,3.0,0.0,0.0,0.0,,
San Bernardino,10219.0,2588.0,10682.0,7593.0,4.0,29.0,33.0,2.0,2815.0,2817.0,2.0,1289.0,1291.0,0.0,1526.0,1526.0,0.0,23.0,23.0,0.0,272.0,272.0,346.0,10333.0,10679.0,225.0,5007.0,5232.0,205.0,4818.0,5023.0,11.0,108.0,119.0,9.0,81.0,90.0,121.0,5326.0,5447.0,23001.0,139106.0,162107.0,23001.0,139110.0,162111.0,0.0,-4.0,-4.0,1496.0,11406.0,12902.0,391.0,3.0,1.0,7136.0,43.0,19.0,395.0,7198.0,7593.0,314.0,-314.0,0.0,54.0,169.0,223.0,91.0,1285.0,1376.0,642.0,3068.0,3710.0,24497.0,150512.0,175009.0,24333.0,149224.0,173557.0,379697.0,110.0,1161.0,155.0,919.0,1074.0,441.0,52.0,9.0,369.0,378.0,1615.0,15187.0,16802.0,1.0,38.0,39.0,22882.0,135325.0,158207.0,1400.0,5575.0,6975.0,1388.0,9.0,0.0,5462.0,46.0,12.0,1397.0,5520.0,6917.0,3.0,0.0,0.0,53.0,2.0,0.0,3.0,55.0,58.0,0.0,0.0,0.0,,
San Diego,10358.0,3253.0,10460.0,6083.0,2.0,99.0,101.0,10.0,3949.0,3959.0,10.0,3941.0,3951.0,0.0,8.0,8.0,1.0,339.0,340.0,0.0,418.0,418.0,170.0,6828.0,6998.0,84.0,2450.0,2534.0,82.0,2419.0,2501.0,1.0,21.0,22.0,1.0,10.0,11.0,86.0,4378.0,4464.0,12114.0,115842.0,127956.0,12067.0,115036.0,127103.0,47.0,806.0,853.0,639.0,10600.0,11239.0,233.0,7.0,0.0,5701.0,83.0,59.0,240.0,5843.0,6083.0,-121.0,121.0,0.0,13.0,117.0,130.0,13.0,275.0,288.0,494.0,4244.0,4738.0,12753.0,126442.0,139195.0,12443.0,123914.0,136357.0,282075.0,268.0,2525.0,305.0,1764.0,2069.0,933.0,54.0,5.0,764.0,769.0,833.0,12664.0,13497.0,0.0,17.0,17.0,11920.0,113778.0,125698.0,852.0,6267.0,7119.0,789.0,18.0,1.0,5484.0,95.0,32.0,808.0,5611.0,6419.0,44.0,0.0,0.0,637.0,16.0,3.0,44.0,656.0,700.0,0.0,0.0,0.0,,
San Francisco,2464.0,700.0,2013.0,1335.0,3.0,21.0,24.0,0.0,573.0,573.0,0.0,190.0,190.0,0.0,383.0,383.0,0.0,21.0,21.0,0.0,105.0,105.0,36.0,1524.0,1560.0,18.0,683.0,701.0,14.0,647.0,661.0,3.0,25.0,28.0,1.0,11.0,12.0,18.0,841.0,859.0,2114.0,29566.0,31680.0,2088.0,29500.0,31588.0,26.0,66.0,92.0,67.0,2536.0,2603.0,57.0,1.0,0.0,1194.0,32.0,51.0,58.0,1277.0,1335.0,-99.0,99.0,0.0,8.0,47.0,55.0,13.0,251.0,264.0,87.0,862.0,949.0,2181.0,32102.0,34283.0,2046.0,30331.0,32377.0,50986.0,97.0,1229.0,126.0,836.0,962.0,1255.0,55.0,9.0,935.0,944.0,158.0,2979.0,3137.0,0.0,3.0,3.0,2023.0,29123.0,31146.0,149.0,1209.0,1358.0,140.0,9.0,0.0,1108.0,43.0,18.0,149.0,1169.0,1318.0,0.0,0.0,0.0,35.0,4.0,1.0,0.0,40.0,40.0,2.0,8.0,10.0,,
San Joaquin,3036.0,1056.0,3065.0,2082.0,5.0,43.0,48.0,1.0,850.0,851.0,1.0,407.0,408.0,0.0,443.0,443.0,0.0,19.0,19.0,0.0,132.0,132.0,109.0,2953.0,3062.0,68.0,1236.0,1304.0,62.0,1137.0,1199.0,4.0,42.0,46.0,2.0,57.0,59.0,41.0,1717.0,1758.0,6539.0,39967.0,46506.0,6540.0,39967.0,46507.0,-1.0,0.0,-1.0,370.0,3585.0,3955.0,142.0,2.0,0.0,1904.0,30.0,4.0,144.0,1938.0,2082.0,-30.0,30.0,0.0,22.0,93.0,115.0,70.0,580.0,650.0,164.0,944.0,1108.0,6909.0,43552.0,50461.0,6855.0,42930.0,49785.0,112198.0,47.0,593.0,53.0,467.0,520.0,201.0,16.0,1.0,155.0,156.0,373.0,3795.0,4168.0,0.0,2.0,2.0,6536.0,39757.0,46293.0,423.0,2239.0,2662.0,416.0,5.0,0.0,2190.0,17.0,6.0,421.0,2213.0,2634.0,2.0,0.0,0.0,25.0,1.0,0.0,2.0,26.0,28.0,0.0,0.0,0.0,,
San Luis Obispo,712.0,157.0,743.0,446.0,4.0,4.0,8.0,1.0,177.0,178.0,0.0,50.0,50.0,1.0,127.0,128.0,1.0,12.0,13.0,0.0,119.0,119.0,11.0,363.0,374.0,7.0,243.0,250.0,6.0,238.0,244.0,0.0,2.0,2.0,1.0,3.0,4.0,4.0,120.0,124.0,779.0,7966.0,8745.0,779.0,7966.0,8745.0,0.0,0.0,0.0,81.0,871.0,952.0,33.0,1.0,0.0,407.0,4.0,1.0,34.0,412.0,446.0,6.0,-6.0,0.0,5.0,11.0,16.0,4.0,128.0,132.0,32.0,326.0,358.0,860.0,8837.0,9697.0,854.0,8790.0,9644.0,17424.0,0.0,55.0,6.0,39.0,45.0,7.0,2.0,0.0,8.0,8.0,39.0,861.0,900.0,0.0,5.0,5.0,821.0,7976.0,8797.0,65.0,474.0,539.0,65.0,0.0,0.0,443.0,2.0,1.0,65.0,446.0,511.0,0.0,0.0,0.0,28.0,0.0,0.0,0.0,28.0,28.0,0.0,0.0,0.0,,
San Mateo  a/,976.0,188.0,935.0,528.0,2.0,16.0,18.0,1.0,335.0,336.0,1.0,335.0,336.0,0.0,0.0,0.0,0.0,34.0,34.0,0.0,71.0,71.0,12.0,923.0,935.0,6.0,314.0,320.0,5.0,281.0,286.0,0.0,23.0,23.0,1.0,10.0,11.0,6.0,609.0,615.0,757.0,12340.0,13097.0,769.0,12409.0,13178.0,-12.0,-69.0,-81.0,37.0,1273.0,1310.0,11.0,1.0,0.0,486.0,23.0,7.0,12.0,516.0,528.0,-17.0,17.0,0.0,14.0,15.0,29.0,0.0,191.0,191.0,28.0,534.0,562.0,794.0,13613.0,14407.0,765.0,13040.0,13805.0,27403.0,39.0,547.0,28.0,414.0,442.0,198.0,5.0,1.0,159.0,160.0,50.0,1355.0,1405.0,0.0,0.0,0.0,744.0,12258.0,13002.0,45.0,608.0,653.0,44.0,0.0,0.0,560.0,19.0,11.0,44.0,590.0,634.0,1.0,0.0,0.0,17.0,1.0,0.0,1.0,18.0,19.0,0.0,0.0,0.0,,
Santa Barbara,1858.0,325.0,1916.0,1378.0,22.0,149.0,171.0,0.0,469.0,469.0,0.0,199.0,199.0,0.0,270.0,270.0,0.0,81.0,81.0,0.0,69.0,69.0,57.0,481.0,538.0,36.0,305.0,341.0,29.0,273.0,302.0,5.0,17.0,22.0,2.0,15.0,17.0,21.0,176.0,197.0,1849.0,14404.0,16253.0,1849.0,14360.0,16209.0,0.0,44.0,44.0,296.0,1820.0,2116.0,130.0,0.0,0.0,1236.0,7.0,5.0,130.0,1248.0,1378.0,68.0,-68.0,0.0,2.0,22.0,24.0,16.0,157.0,173.0,80.0,461.0,541.0,2145.0,16224.0,18369.0,2122.0,16025.0,18147.0,38196.0,24.0,140.0,23.0,133.0,156.0,0.0,83.0,0.0,66.0,66.0,123.0,1487.0,1610.0,0.0,0.0,0.0,2022.0,14737.0,16759.0,181.0,847.0,1028.0,177.0,0.0,0.0,823.0,6.0,1.0,177.0,830.0,1007.0,4.0,0.0,0.0,16.0,1.0,0.0,4.0,17.0,21.0,0.0,0.0,0.0,,
